Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;51.303.221/0001-70;2024-12-01;1;2025-03-31;THOR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-07-18;INVESTIDOR PROFISSIONAL;;645544069003991;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;40434680000110;Rua Dr. Rubens Gomes Bueno;691;CJ 131;VARZEA DE BAIXO;SÃO PAULO;SP;04730-903;(11)26269780;;;https://azumidtvm.com.br;atendimento@azumidtvm.com.br
Classe;51.326.818/0001-30;2024-12-01;1;2025-03-28;MOEMA FII;2023-12-15;INVESTIDOR PROFISSIONAL;BR0HJSCTF003;32000;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-8928;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;51.381.999/0001-05;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO ENSEADA;2023-07-28;INVESTIDOR PROFISSIONAL;BR0I6ICTF001;6456.77973806;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;51.385.048/0001-04;2024-12-01;1;2025-03-31;FII XP GRUPO CARNAÚBA;2023-07-11;INVESTIDOR QUALIFICADO;BRXPGCCTF001;174368.5;N;N;Híbrido;Híbrido;Ativa;Determinado;2031-09-05;31/12;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.385.174/0001-50;2024-12-01;1;2025-03-28;HEDGE YEES HABITAÇÕES ECON FDO DE INV IMOB RESP LTDA;2024-02-01;INVESTIDOR QUALIFICADO;BRYEESCTF004;164927;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2031-02-01;31/12;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR, CJ 112, parte;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;51.392.366/0001-94;2024-06-01;1;2024-10-07;CERRO VERDE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-04;INVESTIDOR QUALIFICADO;0;131758.24601347;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
Classe;51.407.683/0001-37;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO VANCOUVER;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6LCTF005;7944.42237651;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;51.413.518/0001-98;2024-06-01;1;2024-09-27;BLUECAP LAST MILE I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-08-15;INVESTIDORES EM GERAL;;4000;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;51.416.131/0001-95;2024-12-01;1;2025-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO TORONTO;2023-08-07;INVESTIDOR PROFISSIONAL;BR0I6KCTF007;3236;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;51.472.985/0001-99;2024-06-01;2;2024-09-30;AJ MALLS FII;2023-07-18;INVESTIDORES EM GERAL;BRAJFICTF001;31625978;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Fundo;51.475.461/0001-51;2024-06-01;1;2024-08-29;KINEA OPORTUNIDADES AGRO I FIAGRO IMOBILIÁRIO;2023-08-09;INVESTIDOR QUALIFICADO;BRKOPACTF006;354677;N;N;Renda;Títulos e Val. Mob.;Ativa;Determinado;2029-08-09;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Fundo;51.476.870/0001-72;2024-06-01;1;2024-09-24;DELTA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-08-03;INVESTIDOR PROFISSIONAL;;321052.42;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;N;N;S;N;N;ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;16695922000109;AV JUSCELINO KUBITSCHEK;1726;CJ 194;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;04543-000;(11)46376633;;;WWW.IDSF.COM.BR;SUPERVISAO@IDSF.COM.BR
Classe;51.574.466/0001-31;2024-06-01;1;2024-09-27;W601 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-10-04;INVESTIDOR PROFISSIONAL;BR0GAUCTF000;18658264.699994;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;51.575.078/0001-75;2024-06-01;1;2024-09-30;FIAGRO PÁTRIA CRÉDITO AGRICOLA - FII;2023-07-26;INVESTIDORES EM GERAL;BRPAAGCTF003;19249618;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.601.636/0001-20;2024-06-01;1;2024-09-26;CYRELA HEDGE FUND FII;2024-01-04;INVESTIDORES EM GERAL;BRCYHFCTF008;21021208;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-0921;(11) 3138-1678;(11) 3138-1678;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;51.646.298/0001-42;2024-12-01;1;2025-03-28;SANTANDER PAPÉIS IMOBILIÁRIOS FII;2023-10-18;INVESTIDORES EM GERAL;BRSAPICTF001;15436840;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;S3 CACEIS BRASIL DTVM S.A.;51646298000142;Rua Amador Bueno;474;1 andar;Santo Amaro;São Paulo;SP;04752005;(11) 5538-5489;;;https://www.s3dtvm.com.br;SC_fundosimobiliarios@s3caceis.com.br
Classe;51.658.280/0001-60;2024-06-01;1;2024-09-27;VALORA HEDGE FUND AGRO - FIAGRO-IMOBILIÁRIO;2023-09-15;INVESTIDORES EM GERAL;BRVAHFCTF008;7000000;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;28/06;S;S;N;S;N;BANCO DAYCOVAL S/A;62232889000190;Avenida Paulista;1793;2º andar;Bela Vista;São Paulo;SP;01311200;0300 111 0500;4090-2223;3138-4061;www.daycoval.com.br;middlesmc@bancodaycoval.com.br
Classe;51.665.327/0001-13;2024-06-01;2;2024-09-30;AZ QUEST PANORAMA CRÉDITO IMOBILIÁRIO FII;2023-08-02;INVESTIDORES EM GERAL;BRAZPRCTF007;14437342;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.666.294/0001-26;2024-12-01;1;2025-03-31;BRPR E-TOWER FII;2024-01-02;INVESTIDOR QUALIFICADO;BRBETWCTF002;2504500;N;N;;Lajes Corporativas;;Determinado;2028-08-02;30/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.672.980/0001-00;2024-12-01;1;2025-03-31;OLSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR PROFISSIONAL;BR0I6NCTF001;8961.08897839;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;(11) 2197-4400;;;www.trusteedtvm.com.br;corporativodtvm@trusteedtvm.com.br
Classe;51.710.043/0001-00;2024-12-01;1;2025-03-24;LAVOURA I FIAGRO IMOBILIÁRIO;2023-10-25;INVESTIDOR QUALIFICADO;BRLAFICTF007;567742;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BR-CAPITAL DISTRIB. TITULOS E VALORES MOBILIÁRIOS S.A.;44077014000189;RUA SURUBIM;577;10º ANDAR;CIDADE MONÇÕES;SÃO PAULO;SP;04571-050;(11) 5508-3500;;;www.brcapital.com.br;fundos@brcapital.com.br
Classe;51.734.924/0001-52;2024-06-01;1;2024-09-19;KINEA DESENVOLVIMENTO LOGÍSTICO FII;2023-12-15;INVESTIDOR QUALIFICADO;BRKLOGCTF002;233999610;N;N;Híbrido;Logística;Ativa;Determinado;2029-12-15;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;51.753.261/0001-13;2024-12-01;1;2025-03-25;JALAPAO  - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR QUALIFICADO;;8298.7715;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2035-09-30;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;51753261000113;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;51.786.271/0001-55;2024-06-01;1;2024-09-26;RAIZZ DESENVOLVIMENTO I FII - FII;2023-09-29;INVESTIDOR PROFISSIONAL;0;63145;N;N;;Logística;;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.802.350/0001-02;2024-12-01;1;2025-03-28;FII VBI CREDITO MULTIESTRATEGIA;2023-10-05;INVESTIDORES EM GERAL;BR0GOKCTF010;3492678;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2028-10-05;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;51.868.778/0001-58;2024-06-01;2;2024-09-30;PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-08-18;INVESTIDORES EM GERAL;BRAZPRCTF007;12500000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;51.870.412/0001-13;2024-12-01;2;2025-03-31;FATOR VERITA MULTIESTRATEGIA FUNDO DE INVESTIMENTO IMOB;2023-11-17;INVESTIDORES EM GERAL;BRVRTMCTF003;11895853;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO FATOR S.A.;33644196000106;RUA DR. RENATO PAES DE BARROS;1017;12º andar;ITAIM BIBI;SÃO PAULO;SP;04530-001;55-(11)30499100;;;www.bancofator.com.br;fundosimobiliariosfator.com.br
Classe;51.889.479/0001-08;2024-06-01;1;2024-09-13;FLORESTA FUNDO DE INVESTIMENTO IMOBILIARIO;2024-01-24;INVESTIDOR PROFISSIONAL;;32173.75522947;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;AZUMI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;40434680000110;Rua Dr. Rubens Gomes Bueno;691;CJ 131;VARZEA DE BAIXO;SÃO PAULO;SP;04730-903;(11)26269780;;;https://azumidtvm.com.br;atendimento@azumidtvm.com.br
Classe;51.890.054/0001-00;2024-12-01;1;2025-03-28;AZ QUEST PANORAMA LOGÍSTICA FII RESPONSABILIDADE LIMITADA;2023-08-21;INVESTIDORES EM GERAL;BRAZPLCTF000;18209646;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BANCO DAYCOVAL S/A;62232889000190;AV. PAULISTA;1793;2° andar;Bela Vista;São Paulo;SP;01311200;(11) 3138-8928;(11) 3138 - 8805;;www.daycoval.com.br;informes.regulatorios@bancodaycoval.com.br
Classe;51.951.316/0001-08;2024-12-01;1;2025-03-28;MERCURY FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-12-08;INVESTIDOR PROFISSIONAL;0;30085.16304402;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;15 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;01452919;(11) 2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;51.991.587/0001-89;2024-06-01;1;2024-10-07;BTW 001 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR QUALIFICADO;0;207662.86735736;N;N;Híbrido;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
Classe;51.991.713/0001-03;2024-06-01;1;2024-09-27;BRIO COINVESTIMENTO JARDINS FII;2023-10-06;INVESTIDOR PROFISSIONAL;;8565;N;N;Desenvolvimento para Venda;Residencial;Ativa;Determinado;2030-10-31;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;52.044.477/0001-72;2024-06-01;1;2024-09-30;NEX CRÉDITO AGRO FI NAS CADEIAS PRODUTIVAS DO AGRONEGÓCIO;2023-11-14;INVESTIDORES EM GERAL;BRNEXGCTF002;186585;N;N;Títulos e Valores Mobiliários;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;22610500000188;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;52.101.897/0001-43;2024-06-01;1;2024-09-30;ZAVIT CRÉDITO IMOBILIÁRIO - FII;2023-09-28;INVESTIDOR PROFISSIONAL;BRZAVCCTF007;3097348;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;52.219.978/0001-42;2024-06-01;1;2024-09-20;KINEA OPORTUNIDADES REAL ESTATE FII;2023-12-01;INVESTIDORES EM GERAL;BRKORECTF012;9625000;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;4538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;52.227.760/0001-30;2024-12-01;1;2025-03-31;SUNO MULTIESTRATEGIA FII;2023-09-29;INVESTIDORES EM GERAL;BRSNMECTF000;7418243;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3445;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;52.241.939/0001-41;2024-12-01;1;2025-03-31;OUTLET SANTA MARIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-28;INVESTIDORES EM GERAL;BR0LVDCTF002;104320.37948627;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11  30307177;;;www.vortx.com.br;regulatorio.funds@vortx.com.br
Classe;52.270.671/0001-76;2024-06-01;1;2024-09-26;ITAÚ TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2024-03-12;INVESTIDORES EM GERAL;BRITRICTF008;6250000;N;N;Renda;Híbrido;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTRAG DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62418140000131;AV BRIGADEIRO FARIA LIMA;3400;10º Andar;ITAIM BIBI;SÃO PAULO;SP;04538132;55 (11) 30726012;;;www.intrag.com.br;produtosestruturados@itau-unibanco.com.br
Classe;52.321.885/0001-24;2024-06-01;1;2024-10-07;R8 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-28;INVESTIDOR QUALIFICADO;0;22553.28749985;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A;34829992000186;AV. BRIGADEIRO FARIA LIMA;2277;17º;Vila Olímpia;São Paulo;SP;01452000;3504-6800;;;www.reag.com.br;ramon.dantas@reag.com.br
Fundo;52.324.762/0001-47;2024-06-01;1;2024-09-24;FUNDO DE INVESTIMENTO IMOBILIÁRIO DE UNIDADES AUTÔNOMAS IV;2023-09-29;INVESTIDOR PROFISSIONAL;;402311;N;N;Títulos e Valores Mobiliários;Híbrido;Ativa;Determinado;2030-09-29;30/06;N;N;S;N;N;ID CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;16695922000109;AV JUSCELINO KUBITSCHEK;1726;CJ 194;VILA NOVA CONCEIÇÃO;SÃO PAULO;SP;04543-000;(11)46376633;;;WWW.IDSF.COM.BR;SUPERVISAO@IDSF.COM.BR
Classe;52.353.292/0001-40;2024-06-01;1;2024-09-30;BTG RE STRUCTURED OPPORTUNITIES FII  FII;2023-12-28;INVESTIDOR PROFISSIONAL;;550000;N;N;;Títulos e Val. Mob.;;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;52.355.496/0001-10;2024-12-01;1;2025-03-28;REC FAMI FUNDO DE CRI COTAS AMORTIZAVEIS FII;2023-12-05;INVESTIDORES EM GERAL;BR0H4SCTF006;12500000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;S;N;S;S;BRL TRUST DTVM S.A.;52355496000110;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;52.355.764/0001-01;2024-06-01;1;2024-09-27;IMIGRANTES IV - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2023-09-29;INVESTIDOR QUALIFICADO E PROFISSIONAL;;103;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 andar;Jardim Paulistano;São Paulo;SP;01452-919;(11)2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Classe;52.355.865/0001-74;2024-06-01;1;2024-09-27;CL CASTELO BRANCO FUNDO DE INVESTIMENTO IMOBILIARIO;2023-09-29;INVESTIDOR QUALIFICADO E PROFISSIONAL;;128.00635;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;30/06;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA BRIGADEIRO FARIA LIMA;1355;5 andar;Jardim Paulistano;São Paulo;SP;01452-919;(11)2827-3500;;;www.singulare.com.br;fii.adm@singulare.com.br
Fundo;52.356.865/0001-99;2024-12-01;1;2025-03-26;FII SINAI REALTY - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-09-29;INVESTIDOR QUALIFICADO;0000000;20100;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;S;N;S;S;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;16695922000109;AV JUSCELINO KUBITSCHEK;1726;CJ 194;VL NOVA CONCEIÇÃO;SÃO PAULO;SP;04543-000;(11) 4637-6633;;;www.idsf.com.br;supervisao@idsf.com.br
Classe;52.357.468/0001-31;2024-06-01;1;2024-09-30;XP HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2023-12-06;INVESTIDORES EM GERAL;BRXPHFCTF002;53893019;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;S;N;S;N;XP INVESTIMENTOS CCTVM S.A;02332886000104;Avenida Ataulfo de Paiva;153;5º e 8º  Andar;Leblon;Rio de Janeiro;RJ;22440-032;(11) 3027 - 2237;;;www.xpi.com.br;adm.fundos.estruturados@xpi.com.br
Classe;52.366.833/0001-74;2024-12-01;1;2025-01-29;CODEMAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2023-12-18;INVESTIDORES EM GERAL;BR0HWCCTF000;50489717.46;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;RJI CTVM LTDA;42066258000130;AVENIDA RIO BRANCO;138;4º ANDAR - SALA 402;CENTRO;RIO DE JANERIO;RJ;20040-002;21-3500-4514;;;www.rjicv.com.br;controladoria.fundos@rjicv.com.br
Classe;52.371.756/0001-40;2024-06-01;1;2024-09-30;CAPITÂNIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2024-10-31;INVESTIDORES EM GERAL;BRCPLGCTF006;8745220;N;N;Híbrido;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;22610500000188;Rua Gilberto Sabino;215;4º andar;Pinheiros;São Paulo;SP;5425020;11 30307177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;52.446.271/0001-79;2024-06-01;1;2024-09-30;FII APEX REALTY - FII;2023-10-31;INVESTIDORES EM GERAL;BRAPXRCTF002;109567;N;N;Desenvolvimento para Venda;Residencial;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11)3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
