CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Objetivos;Montante_Investido;Origem_Recursos
51.870.412/0001-13;2024-12-01;2;Ourinvest Securitizadora S.A. 1ª Emissão / 16ª Série;Renda;1021497.04;Capital
51.870.412/0001-13;2024-12-01;2;True Securitizadora S.A. 1ª Emissão / 244ª Série;Renda;2766587.94;Capital
51.870.412/0001-13;2024-12-01;2;Bari Securitizadora S.A. 8ª Emissão / 1ª Série;Renda;1000051.79;Capital
51.870.412/0001-13;2024-12-01;2;Travessia Securitizadora S.A. 14ª Emissão / 2ª Série;Renda;550832.95;Capital
51.870.412/0001-13;2024-12-01;2;Travessia Securitizadora S.A. 14ª Emissão  / 2ª Série;Renda;4645440.34;Capital
51.870.412/0001-13;2024-12-01;2;Opea Securitizadora S.A. 223ª Emissão / 1ª Série;Renda;4509012.98;Capital
51.870.412/0001-13;2024-12-01;2;Virgo Cia de Securitizadora S.A. 4ª Emissão / 314 Série;Renda;3844572.77;Capital
51.870.412/0001-13;2024-12-01;2;Ourinvest Securitizadora S.A. 1ª Emissão / 18ª Série;Renda;2288687.04;Capital
51.870.412/0001-13;2024-12-01;2;Ourinvest Securitizadora S.A. 1ª Emissão / 17ª Série;Renda;538708.49;Capital
51.870.412/0001-13;2024-12-01;2;Ourinvest Securitizadora S.A. 1ª Emissão / 28ª Série;Renda;3976723.29;Capital
51.870.412/0001-13;2024-12-01;2;Habitasec Securitizadora S.A. 1ª Emissão / 135ª Série;Renda;6064269.75;Capital
51.870.412/0001-13;2024-12-01;2;Opea Securitizadora S.A. 276ª Emissão / 1ª Série;Renda;3563377.66;Capital
51.870.412/0001-13;2024-12-01;2;Opea Securitizadora S.A. 223ª Emissão / 1ª Série;Renda;10190686.64;Capital
51.870.412/0001-13;2024-12-01;2;Ourinvest Securitizadora S.A. 1ª Emissão / 46ª Série;Renda;1495107.04;Capital
51.870.412/0001-13;2024-12-01;2;True Securitizadora S.A. 1ª Emissão / 98ª Série;Renda;5820004.52;Capital
51.870.412/0001-13;2024-12-01;2;Habitasec Securitizadora S.A. 17ª Emissão / 2ª Série;Renda;5219823.42;Capital
51.870.412/0001-13;2024-12-01;2;Leverage Cia Securitizadora S.A. 4ª Emissão / 1ª Série;Renda;10100614.94;Capital
51.870.412/0001-13;2024-12-01;2;Virgo Cia de Securitizadora S.A. 221ª Emissão / 1ª Série;Renda;5015606.22;Capital
51.870.412/0001-13;2024-12-01;2;Cia Provincia de Securitizadora S.A. 79ª Emissão / 1ª Série;Renda;4812000;Capital
51.870.412/0001-13;2024-12-01;2;SEVEN LIVING;Renda;4663641.96;Capital
51.870.412/0001-13;2024-12-01;2;STILLO BARRA AGER;Renda;894158.42;Capital
51.870.412/0001-13;2024-12-01;2;MAXIMO ALDANA;Renda;3794144.73;Capital
51.870.412/0001-13;2024-12-01;2;RESIDENCIAL ALPHA HO;Renda;3214015.31;Capital
51.870.412/0001-13;2024-12-01;2;RESIDENCIAL AQUARELA;Renda;3374953.81;Capital
51.870.412/0001-13;2024-12-01;2;ED. CORAL GABLE;Renda;5279272.71;Capital
51.870.412/0001-13;2024-12-01;2;ED. DUO LIVING COMPL;Renda;10868220.56;Capital
51.870.412/0001-13;2024-12-01;2;CONDOMINIO WISH 675;Renda;5469646.74;Capital
51.870.412/0001-13;2024-12-01;2;ENVOLVE VILA MARIANA;Renda;14347752.45;Capital
51.870.412/0001-13;2024-12-01;2;ED. RESIDENCIAL GIBRAN;Renda;7022400;Capital
51.870.412/0001-13;2024-12-01;2;GREEN VIEW BROOKLIN;Renda;5170350.95;Capital
51.870.412/0001-13;2024-12-01;2;GRM HAIA BOA VISTA;Renda;5008876.85;Capital
51.870.412/0001-13;2024-12-01;2;HABITAT VIDA;Renda;2699850.55;Capital
51.870.412/0001-13;2024-12-01;2;HAIA BOA VISTA;Renda;4897250;Capital
51.870.412/0001-13;2024-12-01;2;RESIDENCIAL JOSE ANT - MGB;Renda;4951697.37;Capital
51.870.412/0001-13;2024-12-01;2;ED. MAX DERBY C;Renda;1282564.04;Capital
51.870.412/0001-13;2024-12-01;2;OSCAR FREIRE YOU;Renda;9778946.69;Capital
51.870.412/0001-13;2024-12-01;2;LISBOA;Renda;3081467.52;Capital
51.870.412/0001-13;2024-12-01;2;ESCRITORIO BARRA SEELIN B;Renda;20737339.86;Capital
51.870.412/0001-13;2024-12-01;2;SKY PINHEIROS;Renda;5225000.26;Capital
51.870.412/0001-13;2024-12-01;2;TUMIARU;Renda;11048890.44;Capital
51.870.412/0001-13;2024-12-01;2;VISTA MADALENA YOU;Renda;4189463.56;Capital
51.870.412/0001-13;2024-12-01;2;VARANDAS JOY;Renda;4051169.92;Capital
51.870.412/0001-13;2024-12-01;2;RESIDENCIAL OSCAR FREIRE YOU;Renda;15826625.96;Capital
51.870.412/0001-13;2024-12-01;2;ZOE HABITAT;Renda;2205079.56;Capital
51.870.412/0001-13;2024-12-01;2;ZURIQUE EMPR IMOBILIARIO;Renda;8486022.52;Capital
51.870.412/0001-13;2024-12-01;2;Autonomy Edifícios Corporativos Fdo. Invest. Imob.- AIEC11;Renda;5050107.7;Capital
51.870.412/0001-13;2024-12-01;2;ALIANZA CRÉDITO IMOBILIÁRIO FII - ALZC11;Renda;5599914.65;Capital
51.870.412/0001-13;2024-12-01;2;ALIANZA TRUST RENDA IMOBILIARIA FII - ALZR11;Renda;3210545.55;Capital
51.870.412/0001-13;2024-12-01;2;NAVI RESIDENCIAL FII - APTO11;Renda;3356253.6;Capital
51.870.412/0001-13;2024-12-01;2;OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS FII - ARRI11;Renda;1000991.98;Capital
51.870.412/0001-13;2024-12-01;2;BRIO CRÉDITO ESTRUTURADO FII - BICE11;Renda;5526807.72;Capital
51.870.412/0001-13;2024-12-01;2;BLUEMACAW LOGÍSTICA FII - BLMG11;Renda;3142784.58;Capital
51.870.412/0001-13;2024-12-01;2;BRESCO LOGÍSTICA FII RESPONSABILIDADE LIMITADA - BRCO11;Renda;3830803.58;Capital
51.870.412/0001-13;2024-12-01;2;FII BTG PACTUAL CORPORATE OFFICE FUND - BRCR11;Renda;3938883;Capital
51.870.412/0001-13;2024-12-01;2;BRPR CORPORATE OFFICES FII RESPONS LIMITADA - BROF11;Renda;838746.12;Capital
51.870.412/0001-13;2024-12-01;2;FII BTG PACTUAL CRÉDITO IMOBILIÁRIO - BTCI11;Renda;4838416.74;Capital
51.870.412/0001-13;2024-12-01;2;BTG PACTUAL LOGÍSTICA FII - BTLG11;Renda;4835742.33;Capital
51.870.412/0001-13;2024-12-01;2;FII VBI CRI - CVBI11;Renda;2826137.23;Capital
51.870.412/0001-13;2024-12-01;2;DEVANT RECEBÍVEIS IMOBILIÁRIOS FII - DEVA11;Renda;1425292.88;Capital
51.870.412/0001-13;2024-12-01;2;FII GUARDIAN REAL ESTATE - GARE11;Renda;3628422.06;Capital
51.870.412/0001-13;2024-12-01;2;GALAPAGOS RECEBÍVEIS IMOBILIÁRIOS FII - GCRI11;Renda;1759451;Capital
51.870.412/0001-13;2024-12-01;2;FII GREEN TOWERS - GTWR11;Renda;4619539.3;Capital
51.870.412/0001-13;2024-12-01;2;HEDGE BRASIL SHOPPING FII - HGBS11;Renda;2355096.84;Capital
51.870.412/0001-13;2024-12-01;2;PÁTRIA RECEBÍVEIS IMOBILIÁRIOS FII RESPONS. - HGCR11;Renda;3198640.55;Capital
51.870.412/0001-13;2024-12-01;2;PÁTRIA RENDA URBANA FII RESPONS. LIMITADA - HGRU11;Renda;7627194.78;Capital
51.870.412/0001-13;2024-12-01;2;HSI LOGÍSTICA FII - HSLG11;Renda;2905450.31;Capital
51.870.412/0001-13;2024-12-01;2;JPP CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII - JPPA11;Renda;2607013.61;Capital
51.870.412/0001-13;2024-12-01;2;JS REAL ESTATE MULTIGESTÃO FII - JSRE11;Renda;6343326.43;Capital
51.870.412/0001-13;2024-12-01;2;KINEA RENDIMENTOS IMOBILIARIOS FII - KNCR11;Renda;5730734.23;Capital
51.870.412/0001-13;2024-12-01;2;KINEA ÍNDICES DE PREÇOS FII - KNIP11;Renda;7247080;Capital
51.870.412/0001-13;2024-12-01;2;KINEA SECURITIES - KNSC11;Renda;1797132;Capital
51.870.412/0001-13;2024-12-01;2;FII VBI LOGISTICO - LVBI11;Renda;4351511.48;Capital
51.870.412/0001-13;2024-12-01;2;FII MAUÁ CAPITAL RECEBÍVEIS IMOBILIÁRIOS - MCCI11;Renda;4518016.57;Capital
51.870.412/0001-13;2024-12-01;2;FII MOGNO HOTEIS - MGHT11;Renda;28938;Capital
51.870.412/0001-13;2024-12-01;2;NEWPORT LOGÍSTICA FII - NEWL11;Renda;7979209.46;Capital
51.870.412/0001-13;2024-12-01;2;OURINVEST JPP FII - OUJP11;Renda;6107581.87;Capital
51.870.412/0001-13;2024-12-01;2;FII OURINVEST LOGÍSTICA - OULG11;Renda;2704815.9;Capital
51.870.412/0001-13;2024-12-01;2;FII VBI PRIME PROPERTIES - PVBI11;Renda;2158742.43;Capital
51.870.412/0001-13;2024-12-01;2;FII RBR Crédito Imobiliário Estruturado - RBRY11;Renda;808215.88;Capital
51.870.412/0001-13;2024-12-01;2;REC MULTIESTRATÉGIA FII RESPONSABILIDADE LIMITADA - RECM11;Renda;8048690;Capital
51.870.412/0001-13;2024-12-01;2;REAL INVESTOR FII - RINV11;Renda;561409.2;Capital
51.870.412/0001-13;2024-12-01;2;VBI REITS MULTIESTRATÉGIA FII - RVBI11;Renda;2479011.14;Capital
51.870.412/0001-13;2024-12-01;2;SANTANDER RENDA DE ALUGUÉIS FII - SARE11;Renda;2617510;Capital
51.870.412/0001-13;2024-12-01;2;TRX REAL ESTATE FII - TRXF11;Renda;2060371.2;Capital
51.870.412/0001-13;2024-12-01;2;VALORA CRI ÍNDICE DE PREÇO FII - VGIP11;Renda;3363119.97;Capital
51.870.412/0001-13;2024-12-01;2;VALORA RENDA IMOBILIÁRIA FII RESPONS. LIMITADA - VGRI11;Renda;6305000;Capital
51.870.412/0001-13;2024-12-01;2;VINCI LOGÍSTICA FII - VILG11;Renda;1318814.46;Capital
51.870.412/0001-13;2024-12-01;2;VINCI SHOPPING CENTERS  - VISC11;Renda;2918230.98;Capital
51.870.412/0001-13;2024-12-01;2;VINCI IMOVEIS URBANOS FII - VIUR11;Renda;2007000;Capital
51.870.412/0001-13;2024-12-01;2;FATOR VERITA FII - VRTA11;Renda;1288330.49;Capital
51.870.412/0001-13;2024-12-01;2;V2 RENDA IMOBILIÁRIA FII - VVRI11;Renda;9472694.14;Capital
51.870.412/0001-13;2024-12-01;2;FII OURINVEST RE I - WTSP11;Renda;12000000;Capital
51.870.412/0001-13;2024-12-01;2;XP MALLS FII - XPML11;Renda;1365219.45;Capital
51.870.412/0001-13;2024-12-01;2;ZAGROS MULTIESTRATÉGIA FII RESPONS. LIMITADA - ZAGH11;Renda;4999997.6;Capital
51.870.412/0001-13;2024-12-01;2;Cotas Fundo FII SUCCESPAR VAREJO;Renda;2473252.59;Capital
51.870.412/0001-13;2024-12-01;2;Cotas Fundo VENUS FII;Renda;6365200;Capital
51.889.479/0001-08;2024-06-01;1;Cota de Fundo de renda fixa;Rentabilidade;5947322.33;PROPRIOS
51.889.479/0001-08;2024-06-01;1;TERRENOS E IMOVEIS;RENDA;36010383.71;PROPRIOS
51.890.054/0001-00;2024-12-01;1;IMOVEIS - GALPAO;Ganho de capital - Rentabilização da carteira;91466268.14;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;FUNDOS DE RENDA FIXA - D TIT AZQUES;Ganho de capital - Rentabilização da carteira;3604550.01;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;COTAS DE FUNDOS IMOBILIÁRIOS - AZ JANDIRA_;Ganho de capital - Rentabilização da carteira;43079801.54;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI000000524;Ganho de capital - Rentabilização da carteira;28354023.9;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI0000005D7;Ganho de capital - Rentabilização da carteira;3863522.22;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI00000064C;Ganho de capital - Rentabilização da carteira;10041982.81;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI0000006A5;Ganho de capital - Rentabilização da carteira;13100724.67;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI0000006F8;Ganho de capital - Rentabilização da carteira;9857393.64;Recurso próprios - Caixa e/ou emissão de cotas
51.890.054/0001-00;2024-12-01;1;CERTIF RECEBÍVEIS IMOBILIÁRIOS - CRI0000007BD;Ganho de capital - Rentabilização da carteira;14920337.53;Recurso próprios - Caixa e/ou emissão de cotas
52.044.477/0001-72;2024-06-01;1;CRA02300FFL;Aplicação em ativos-alvo do Fundo;270792.58;Caixa
52.044.477/0001-72;2024-06-01;1;CRA0230060P;Aplicação em ativos-alvo do Fundo;898189.67;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YH;Aplicação em ativos-alvo do Fundo;421243.3;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300N5D;Aplicação em ativos-alvo do Fundo;890458.1;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300EI9;Aplicação em ativos-alvo do Fundo;1095048.52;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300D49;Aplicação em ativos-alvo do Fundo;771724.76;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YG;Aplicação em ativos-alvo do Fundo;560890.13;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YH;Aplicação em ativos-alvo do Fundo;212878.31;Caixa
52.044.477/0001-72;2024-06-01;1;CRA023001JL;Aplicação em ativos-alvo do Fundo;512869.04;Caixa
52.044.477/0001-72;2024-06-01;1;CRA023001JL;Aplicação em ativos-alvo do Fundo;512869.04;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YG;Aplicação em ativos-alvo do Fundo;560890.13;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YH;Aplicação em ativos-alvo do Fundo;278321.47;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300VST;Aplicação em ativos-alvo do Fundo;997247.74;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300R5T;Aplicação em ativos-alvo do Fundo;941536.58;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300VY3;Aplicação em ativos-alvo do Fundo;1148273.18;Caixa
52.044.477/0001-72;2024-06-01;1;CRA024001UP;Aplicação em ativos-alvo do Fundo;606895.04;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YH;Aplicação em ativos-alvo do Fundo;117346.35;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008YH;Aplicação em ativos-alvo do Fundo;224161.62;Caixa
52.044.477/0001-72;2024-06-01;1;CRA023001JL;Aplicação em ativos-alvo do Fundo;396960.64;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300D49;Aplicação em ativos-alvo do Fundo;405263.28;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300UV7;Aplicação em ativos-alvo do Fundo;1121000;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008CB;Aplicação em ativos-alvo do Fundo;991940.2;Caixa
52.044.477/0001-72;2024-06-01;1;CRA024003UZ;Aplicação em ativos-alvo do Fundo;444589.98;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300R5T;Aplicação em ativos-alvo do Fundo;353314.95;Caixa
52.044.477/0001-72;2024-06-01;1;CRA022008CB;Aplicação em ativos-alvo do Fundo;500929.8;Caixa
52.044.477/0001-72;2024-06-01;1;CRA024003UX;Aplicação em ativos-alvo do Fundo;304995.5;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02300R5T;Aplicação em ativos-alvo do Fundo;238726.31;Caixa
52.044.477/0001-72;2024-06-01;1;CRA02200816;Aplicação em ativos-alvo do Fundo;574629.82;Caixa
52.101.897/0001-43;2024-06-01;1;22J1099385 - CRI;Aplicação em ativos-alvo do Fundo;876316.2;Caixa
52.101.897/0001-43;2024-06-01;1;21L0025258 - CRI;Aplicação em ativos-alvo do Fundo;1680415.89;Caixa
52.101.897/0001-43;2024-06-01;1;21L0025202 - CRI;Aplicação em ativos-alvo do Fundo;1257200.41;Caixa
52.101.897/0001-43;2024-06-01;1;22H1333201 - CRI;Aplicação em ativos-alvo do Fundo;2083928.19;Caixa
52.101.897/0001-43;2024-06-01;1;23G1452079 - CRI;Aplicação em ativos-alvo do Fundo;5003868.63;Caixa
52.101.897/0001-43;2024-06-01;1;23K1776588 - CRI;Aplicação em ativos-alvo do Fundo;3000000;Caixa
52.101.897/0001-43;2024-06-01;1;23I1270600 - CRI;Aplicação em ativos-alvo do Fundo;3004026.84;Caixa
52.101.897/0001-43;2024-06-01;1;24C2248334 - CRI;Aplicação em ativos-alvo do Fundo;1000511.2;Caixa
52.101.897/0001-43;2024-06-01;1;23I01334919 - LCI;Aplicação em ativos-alvo do Fundo;5287838.22;Caixa
52.101.897/0001-43;2024-06-01;1;24C01488142 - LCI;Aplicação em ativos-alvo do Fundo;3017636.57;Caixa
52.101.897/0001-43;2024-06-01;1;23I01334919 - LCI;Aplicação em ativos-alvo do Fundo;5322217.72;Caixa
52.219.978/0001-42;2024-06-01;1;AL SANTOS;Receita de Aluguel mensal auferida pelo imóvel;39092285.72;Capital
52.219.978/0001-42;2024-06-01;1;CORPORATE PLAZA;Receita de Aluguel mensal auferida pelo imóvel;35688627.4;Capital
52.219.978/0001-42;2024-06-01;1;EMPRESARIAL BOTAFOGO;Receita de Aluguel mensal auferida pelo imóvel;205289720.28;Capital
52.219.978/0001-42;2024-06-01;1;MORUMBI TOWER;Receita de Aluguel mensal auferida pelo imóvel;94386106.23;Capital
52.219.978/0001-42;2024-06-01;1;LCI POS LIQ ANTECIPA CDI D 95;Alocação do Caixa do Fundo;150000000;Capital
52.219.978/0001-42;2024-06-01;1;LCI POS LIQ ANTECIPA CDI D 98;Alocação do Caixa do Fundo;170000000;Capital
52.219.978/0001-42;2024-06-01;1;LCI POS LIQ ANTECIPA CDI D 99;Alocação do Caixa do Fundo;210000000;Capital
52.219.978/0001-42;2024-06-01;1;LCI POS LIQ ANTECIPA CDI D 95 - Venc 04/03/2024;Alocação do Caixa do Fundo;30000000;Capital
52.227.760/0001-30;2024-12-01;1;FATOR VERITA FII;Lucro na Venda;513064.80;Capital
52.227.760/0001-30;2024-12-01;1;RBR ALPHA MULT REAL ESTATE FII;Lucro na Venda;542298.61;Capital
52.227.760/0001-30;2024-12-01;1;FII TG ATIVO REAL;Lucro na Venda;4999948.80;Capital
52.227.760/0001-30;2024-12-01;1;FI IMOBILIARIO XP MALLS;Lucro na Venda;800024.85;Capital
52.227.760/0001-30;2024-12-01;1;IRIDIUM RECEBIVEIS IMOBILIÁRIOS FII;Lucro na Venda;665354.40;Capital
52.227.760/0001-30;2024-12-01;1;CSHG RENDA URB FII;Lucro na Venda;12950.00;Capital
52.227.760/0001-30;2024-12-01;1;FII RBR PROPERTIES;Lucro na Venda;3327160.27;Capital
52.227.760/0001-30;2024-12-01;1;VBI LOGISTICO FI IMOBILIARIO;Lucro na Venda;598488.42;Capital
52.227.760/0001-30;2024-12-01;1;FII BARIGUI REN IMOB;Lucro na Venda;2146817.86;Capital
52.227.760/0001-30;2024-12-01;1;BTG PACTUAL LOGÍSTICA FII;Lucro na Venda;800087.15;Capital
52.227.760/0001-30;2024-12-01;1;VALORA CRI  FII;Lucro na Venda;507198.25;Capital
52.227.760/0001-30;2024-12-01;1;FUNDO DE INVESTIMENTO IMOBILIARIO REC LOGISTICA;Lucro na Venda;3464949.83;Capital
52.227.760/0001-30;2024-12-01;1;BLUEMACAW LOGISTICA FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;688092.01;Capital
52.227.760/0001-30;2024-12-01;1;BB FUNDO DE FUNDOS - FUNDO DE INVESTIMENTO IMOBILIARIO;Lucro na Venda;410582.22;Capital
52.227.760/0001-30;2024-12-01;1;CATUAÍ VBI FII;Lucro na Venda;318733.30;Capital
52.227.760/0001-30;2024-12-01;1;RIZA ARCTIUM FII;Lucro na Venda;495906.70;Capital
52.227.760/0001-30;2024-12-01;1;INTER DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIARIO RESPONSABILIDADE LIMITADA;Lucro na Venda;352920.00;Capital
52.227.760/0001-30;2024-12-01;1;ZAGROS MULTIESTRATEGIA FII;Lucro na Venda;100.00;Capital
52.227.760/0001-30;2024-12-01;1;INVISTA BR PARK FII;Lucro na Venda;2999999.11;Capital
52.227.760/0001-30;2024-12-01;1;EZ TEC EMPREENDIMENTOS E PARTICIPACOES S/A;Lucro na Venda;243733.00;Capital
52.227.760/0001-30;2024-12-01;1;TRISUL S.A.;Lucro na Venda;275154.00;Capital
52.227.760/0001-30;2024-12-01;1;IGUATEMI S.A.;Lucro na Venda;460296.92;Capital
52.227.760/0001-30;2024-12-01;1;ALLOS S.A.;Lucro na Venda;1494048.44;Capital
52.227.760/0001-30;2024-12-01;1;CRI 21K0732283;Lucro na Venda;12050197.88;Capital
52.227.760/0001-30;2024-12-01;1;CRI 21L0285556;Lucro na Venda;22936317.47;Capital
52.227.760/0001-30;2024-12-01;1;CRI 22B0338247;Lucro na Venda;8772902.73;Capital
52.227.760/0001-30;2024-12-01;1;CRI 22G1233041;Lucro na Venda;5309228.73;Capital
52.227.760/0001-30;2024-12-01;1;CRI 22H0166203;Lucro na Venda;6000948.90;Capital
52.227.760/0001-30;2024-12-01;1;CRI 23I1270600;Lucro na Venda;3783764.52;Capital
52.227.760/0001-30;2024-12-01;1;CRI 23J2809383;Lucro na Venda;3457642.93;Capital
52.270.671/0001-76;2024-06-01;1;19E0967202;Buy and Hold;3606353.276226;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;23I1931202;Buy and Hold;1736588.83;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;24A2398750;Buy and Hold;24746276.27;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;24A2984293;Buy and Hold;24998743.78;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;24D2686747;Buy and Hold;20000000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;24E1394847;Buy and Hold;10000000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;4TISHMAN;Ganho de Capital;300000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;4VINCCLU;Ganho de Capital;2750000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;BRCO11;Ganho de Capital;25554005.29;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;BRCO15;Ganho de Capital;13000500;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;CPTS11;Ganho de Capital;9316510.69;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;CYCR11;Ganho de Capital;17670146.4;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;CYRE3;Ganho de Capital;11768341;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;DIRR3;Ganho de Capital;2807042;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;HGBL11;Ganho de Capital;4999993.32;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;HGRE11;Ganho de Capital;432361.3;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;HSML11;Ganho de Capital;2000061.69;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;JSRE11;Ganho de Capital;13603824.47;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;KNCR11;Ganho de Capital;24706781.66;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;KNHY11;Ganho de Capital;20699677.53;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;KNIP11;Ganho de Capital;24058607.3;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;KNUQ11;Ganho de Capital;15073436.58;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;KNUQ15;Ganho de Capital;14045850;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;LVBI11;Ganho de Capital;23606800.55;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;LVBI15;Ganho de Capital;21473220;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;MCCI11;Ganho de Capital;8463092.26;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;MULT3;Ganho de Capital;9597283;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;MXRF11;Ganho de Capital;22286753.37;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;PVBI11;Ganho de Capital;14643523.57;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RBRP11;Ganho de Capital;3179764.88;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RBRR11;Ganho de Capital;26841348.56;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RBRX11;Ganho de Capital;3018770.9;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RBRY11;Ganho de Capital;24998555.96;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RBVA11;Ganho de Capital;21697791.41;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;RDLI11;Ganho de Capital;4008522.6;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;SPXS11;Ganho de Capital;18377811.98;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;TRBL11;Ganho de Capital;13539656.21;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;TRBL17;Ganho de Capital;12034320;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VGRI11;Ganho de Capital;21750000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VGRI22;Ganho de Capital;21750000;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VILG11;Ganho de Capital;8508989.02;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VINO11;Ganho de Capital;5446508.08;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VISC11;Ganho de Capital;36797466.32;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;VIUR11;Ganho de Capital;1837845.25;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;XPLG11;Ganho de Capital;11471800.36;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;XPML11;Ganho de Capital;61286558.92;Integralização de Cotas
52.270.671/0001-76;2024-06-01;1;XPML15;Ganho de Capital;40009650;Integralização de Cotas
52.324.762/0001-47;2024-06-01;1;Hesa 150;RENDA;15797250;PROPRIOS
52.324.762/0001-47;2024-06-01;1;Hesa 156;RENDA;9058484;PROPRIOS
52.324.762/0001-47;2024-06-01;1;Hesa 177;RENDA;2418200;PROPRIOS
52.324.762/0001-47;2024-06-01;1;Hesa 183;RENDA;12957120;PROPRIOS
52.353.292/0001-40;2024-06-01;1;Shopping Patio Maceio;Renda;213200000.00;Capital
52.355.496/0001-10;2024-12-01;1;CRI_22C0509668 - OPEASECURITIZADORA;Beneficios Futuros;1097130;Recursos proprios
52.355.496/0001-10;2024-12-01;1;CRI_23L2243247 - TRAVESSIA SECURITIZADORA;Beneficios Futuros;9000000.01;Recursos proprios
52.355.496/0001-10;2024-12-01;1;CRI_24A2020350 - TRAVESSIA SECURITIZADORA;Beneficios Futuros;4800000;Recursos proprios
