CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Canal_Divulgacao;Sigla_UF
09.313.969/0001-97;2025-01-01;1;146725;AUTOPISTA LITORAL SUL;Jornal Tribuna do Paraná;PR
09.324.949/0001-11;2025-01-01;1;146661;AUTOPISTA FLUMINENSE SA;Monitor Mercantil - RJ - Digital;RJ
09.324.949/0001-11;2025-01-01;1;146661;AUTOPISTA FLUMINENSE SA;Monitor Mercantil - RJ - Impresso;RJ
09.325.109/0001-73;2025-01-01;1;147351;AUTOPISTA PLANALTO SUL SA;Tribuna do Paraná;PR
09.326.342/0001-70;2025-01-01;1;147472;AUTOPISTA FERNÃO DIAS SA;Diário do Comércio de Minas Gerais;MG
09.336.431/0001-06;2025-01-01;1;146859;AUTOPISTA REGIS BITTENCOURT SA;Folha de São Paulo;SP
09.346.601/0001-25;2025-01-01;1;144895;B3 S.A. - BRASIL, BOLSA, BALCÃO;https://valor.globo.com/valor-ri/;SP
09.346.601/0001-25;2025-01-01;1;144895;B3 S.A. - BRASIL, BOLSA, BALCÃO;Valor Econômico;SP
09.347.516/0001-81;2025-01-01;1;148802;ELETROMIDIA S.A.;Jornal Gazeta de São Paulo;SP
09.359.927/0001-97;2025-01-01;1;149170;ASA BRANCA HOLDING S.A.;http://ri.essentiaenergia.com.br/;SP
09.359.927/0001-97;2025-01-01;1;149170;ASA BRANCA HOLDING S.A.;Jornal Data Mercantil;SP
09.391.823/0001-60;2025-01-01;4;150910;SANTO ANTONIO ENERGIA S.A.;http://www.portalneo1.net/;SP
09.391.823/0001-60;2025-01-01;4;150910;SANTO ANTONIO ENERGIA S.A.;https://diariocomercial.com.br/;RJ
09.391.823/0001-60;2025-01-01;4;150910;SANTO ANTONIO ENERGIA S.A.;https://ri.santoantonioenergia.com.br/;SP
09.391.823/0001-60;2025-01-01;4;150910;SANTO ANTONIO ENERGIA S.A.;Jornal Diário Comercial do Rio de Janeiro;RJ
09.414.761/0001-64;2025-01-01;2;146676;K-INFRA RODOVIA DO AÇO S.A.;Diário do Acionista;RJ
09.414.761/0001-64;2025-01-01;2;146676;K-INFRA RODOVIA DO AÇO S.A.;Diario Oficial do Estado;RJ
09.478.309/0001-66;2025-01-01;1;148449;Brasil BioFuels S.A.;Jornal Folha de Boa Vista;RR
09.527.023/0001-23;2025-01-01;1;144618;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Jornal "O Dia";SP
09.527.023/0001-23;2025-01-01;1;144618;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;portalneo1.net;SP
09.527.023/0001-23;2025-01-01;1;144618;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;ri.esgparticipacoes.com;SP
09.538.973/0001-53;2025-01-01;1;145066;PDG COMPANHIA SECURITIZADORA;Diário de Notícias de São Paulo;SP
09.584.854/0001-37;2025-01-01;1;148278;MANAUS TRANSMISSORA DE ENERGIA S.A;Valor Econômico;RJ
09.611.768/0001-76;2025-01-01;2;149032;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Tribuna de Minas (Juiz de Fora);MG
09.625.321/0001-56;2025-01-01;1;148279;Norte Brasil Transmissora de Energia S.A.;https://valor.globo.com/valor-ri/fatos-relevantes/;BR
09.625.321/0001-56;2025-01-01;1;148279;Norte Brasil Transmissora de Energia S.A.;Valor Econômico;RJ
09.813.204/0001-16;2025-01-01;1;148437;W2W E-COMMERCE DE VINHOS S.A.;A Gazeta;ES
09.813.204/0001-16;2025-01-01;1;148437;W2W E-COMMERCE DE VINHOS S.A.;A Tribuna;ES
09.813.204/0001-16;2025-01-01;1;148437;W2W E-COMMERCE DE VINHOS S.A.;Diário Oficial do Espírito Santo;ES
10.139.870/0001-08;2025-01-01;2;148566;NEOGRID PARTICIPAÇÕES S.A.;estadaori.estadao.com.br/fatos_relevantes/;SP
10.139.870/0001-08;2025-01-01;2;148566;NEOGRID PARTICIPAÇÕES S.A.;www.mzgroup.com.br/portal/fatos-relevantes/;SP
10.139.870/0001-08;2025-01-01;2;148566;NEOGRID PARTICIPAÇÕES S.A.;www.ri.neogrid.com;SC
10.158.356/0001-01;2025-01-01;2;149678;CPX Distribuidora S.A.;Diário Oficial do Estado de São Paulo (DOESP);SP
10.158.356/0001-01;2025-01-01;2;149678;CPX Distribuidora S.A.;Jornal Diário de Notícias;SP
10.158.356/0001-01;2025-01-01;2;149678;CPX Distribuidora S.A.;Notícias do Dia;SC
10.158.356/0001-01;2025-01-01;2;149678;CPX Distribuidora S.A.;portalneo1.net;SP
10.158.356/0001-01;2025-01-01;2;149678;CPX Distribuidora S.A.;ri.cpxdistribuidora.com.br;SC
10.215.988/0001-60;2025-01-01;1;148348;Companhia de Locação das Américas;Jornal Diário do Comércio;MG
10.215.988/0001-60;2025-01-01;1;148348;Companhia de Locação das Américas;Portal online - MZ: https://portal.mzgroup.com/fatos-relevantes/;MG
10.215.988/0001-60;2025-01-01;1;148348;Companhia de Locação das Américas;Site RI: https://ri.localiza.com/;MG
10.234.027/0001-00;2025-01-01;1;148565;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Diário do Comércio;MG
10.234.027/0001-00;2025-01-01;1;148565;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;https://ri.energisa.com.br;MG
10.234.027/0001-00;2025-01-01;1;148565;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
10.240.186/0001-00;2025-01-01;1;148563;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Diário do Comércio;MG
10.240.186/0001-00;2025-01-01;1;148563;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;https://ri.energisa.com.br;MG
10.240.186/0001-00;2025-01-01;1;148563;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
10.319.900/0001-50;2025-01-01;1;145233;CICLUS AMBIENTAL RIO S/A;Jornal Monitor Mercantil;RJ
10.324.624/0001-18;2025-01-01;1;149163;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Valor Econômico RJ;RJ
10.338.320/0001-00;2025-01-01;1;147379;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;http://ri.neoenergia.com/;RJ
10.338.320/0001-00;2025-01-01;1;147379;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;https://valor.globo.com/;RJ
10.338.320/0001-00;2025-01-01;1;147379;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Jornal Valor Econômico Impresso;RJ
10.452.416/0001-02;2025-01-01;3;149655;Reag Capital Holding S.A.;https://ri.rholsa.com.br/;SP
10.488.244/0001-19;2025-01-01;1;148013;INFRASEC SECURITIZADORA S.A.;Jornal Data Mercantil;SP
10.502.676/0001-37;2025-01-01;1;149079;TERMELÉTRICA PERNAMBUCO III S.A.;Jornal Diário de Pernambuco;PE
10.531.501/0001-58;2025-01-01;1;147915;CONC AUTO RAPOSO TAVARES S.A.;https://economia.estadao.com.br/fatos-relevantes;SP
10.531.501/0001-58;2025-01-01;1;147915;CONC AUTO RAPOSO TAVARES S.A.;Valor Econômico;SP
10.571.175/0001-02;2025-01-01;1;149271;URBA DESENVOLVIMENTO URBANO S.A.;Estadão (exclusivamente para fatos relevantes);SP
10.571.175/0001-02;2025-01-01;1;149271;URBA DESENVOLVIMENTO URBANO S.A.;Estado de Minas (para publicações legais, às quais estão dispensadas pela Resol. CVM 166);MG
10.629.105/0001-68;2025-01-01;1;146431;PRIO S.A.;Valor Econômico;RJ
10.635.691/0001-53;2025-01-01;1;148452;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;www.viarondon.com.br;SP
10.647.979/0001-48;2025-01-01;2;147198;CONC ROTA DAS BANDEIRAS S.A.;https://www.rededivulgacao.com.br/;SP
10.670.314/0001-55;2025-01-01;1;148250;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;Diario Oficial do Estado;BA
10.670.314/0001-55;2025-01-01;1;148250;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;Tribuna da Bahia;BA
10.678.505/0001-63;2025-01-01;1;149237;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Folha de São Paulo;SP
10.739.356/0001-03;2025-01-01;1;146825;BRBI BR Partners S.A;O Estado de S. Paulo;SP
10.760.260/0001-19;2025-01-01;2;149519;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Valor Econômico;SP
10.807.374/0001-77;2025-01-01;1;148057;BOA SAFRA SEMENTES S.A.;Diário da Manhã;GO
10.835.932/0001-08;2025-01-01;1;147388;CIA ENERGETICA DE PERNAMBUCO - CELPE;http://ri.neoenergia.com/;PE
10.835.932/0001-08;2025-01-01;1;147388;CIA ENERGETICA DE PERNAMBUCO - CELPE;https://valor.globo.com/;PE
10.835.932/0001-08;2025-01-01;1;147388;CIA ENERGETICA DE PERNAMBUCO - CELPE;Jornal Valor Econômico Impresso;PE
10.841.050/0001-55;2025-01-01;1;147237;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Diário de Notícias;SP
11.284.204/0001-18;2025-01-01;4;149308;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Diario Oficial do Estado;SP
11.284.204/0001-18;2025-01-01;4;149308;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Empresas e Negócios;SP
11.284.204/0001-18;2025-01-01;4;149308;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;http://www.portalneo1.net;BR
11.284.204/0001-18;2025-01-01;4;149308;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;https://www.ri.youinc.com.br/;SP
11.395.624/0001-71;2025-01-01;3;149409;MASSA FALIDA DA BRASIL PHARMA S.A.;Diário Oficial do Estado de São Paulo;SP
11.395.624/0001-71;2025-01-01;3;149409;MASSA FALIDA DA BRASIL PHARMA S.A.;http://economia.estadao.com.br/balancos/;SP
11.395.624/0001-71;2025-01-01;3;149409;MASSA FALIDA DA BRASIL PHARMA S.A.;http://economia.estadao.com.br/fatos-relevantes;SP
11.395.624/0001-71;2025-01-01;3;149409;MASSA FALIDA DA BRASIL PHARMA S.A.;O Estado de São Paulo;SP
11.421.994/0001-36;2025-01-01;1;148964;Orizon Valorização de Resíduos S.A.;https://portal.mzgroup.com/;SP
11.421.994/0001-36;2025-01-01;1;148964;Orizon Valorização de Resíduos S.A.;Jornal Valor Econômico;SP
11.421.994/0001-36;2025-01-01;1;148964;Orizon Valorização de Resíduos S.A.;ri.orizonvr.com.br;SP
11.992.680/0001-93;2025-01-01;2;146264;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Data Mercantil;SP
11.992.680/0001-93;2025-01-01;2;146264;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;http://www.portalneo1.net/;SP
11.992.680/0001-93;2025-01-01;2;146264;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;https://datamercantil.com.br/publicidade_legal/;SP
12.049.631/0001-84;2025-01-01;1;148790;MOURA DUBEUX ENGENHARIA S/A;Jornal Folha de Pernambuco;PE
12.091.809/0001-55;2025-01-01;1;145312;Brava Energia S.A.;Diário Comercial;RJ
12.091.809/0001-55;2025-01-01;1;145312;Brava Energia S.A.;https://ri.bravaenergia.com/;RJ
12.104.241/0004-02;2025-01-01;2;151522;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Jornal Diário Comercial;SP
12.104.241/0004-02;2025-01-01;2;151522;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Jornal Diário Comercial;SP
12.108.897/0001-50;2025-01-01;2;149036;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Valor Econômico;RJ
12.181.987/0001-77;2025-01-01;1;149249;Melnick Desenvolvimento Imobiliário S.A.;Jornal do Comércio;RS
12.181.987/0001-77;2025-01-01;1;149249;Melnick Desenvolvimento Imobiliário S.A.;ri.melnick.com.br;RS
12.300.288/0001-07;2025-01-01;1;147633;NORTE ENERGIA S.A.;Diário do Pará;PA
12.300.288/0001-07;2025-01-01;1;147633;NORTE ENERGIA S.A.;Diário Oficial da União (Edição Nacional);DF
12.300.288/0001-07;2025-01-01;1;147633;NORTE ENERGIA S.A.;Jornal Valor Econômico;SP
12.300.288/0001-07;2025-01-01;1;147633;NORTE ENERGIA S.A.;O Liberal;PA
12.300.288/0001-07;2025-01-01;1;147633;NORTE ENERGIA S.A.;www.norteenergiasa.com.br/investidores;DF
12.420.164/0001-57;2025-01-01;2;149710;CM Hospitalar S.A;https://ri.viveo.com.br;SP
12.420.164/0001-57;2025-01-01;2;149710;CM Hospitalar S.A;Valor Econômico;SP
12.489.315/0001-23;2025-01-01;1;149924;FERREIRA GOMES ENERGIA S.A.;Estado de São Paulo;SP
12.528.708/0001-07;2025-01-01;2;150053;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Jornal "O Estado";CE
12.528.708/0001-07;2025-01-01;2;150053;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;www.portalneo1.net;SP
12.528.708/0001-07;2025-01-01;2;150053;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;www.ri.aerisenergy.com.br;SP
12.592.831/0001-89;2025-01-01;1;145471;MNLT S.A.;Diário Oficial do Estado de São Paulo;SP
12.592.831/0001-89;2025-01-01;1;145471;MNLT S.A.;Gazeta de São Paulo;SP
12.648.266/0001-24;2025-01-01;2;146916;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;O Dia;SP
12.648.266/0001-24;2025-01-01;2;146916;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;www.portalneo1.net/;SP
12.648.327/0001-53;2025-01-01;1;148897;HIDROVIAS DO BRASIL S.A.;Data Mercantil;SP
12.648.327/0001-53;2025-01-01;1;148897;HIDROVIAS DO BRASIL S.A.;https://www.portalneo1.net/;SP
12.919.786/0001-24;2025-01-01;1;144478;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Jornal Bem Paraná;PR
12.919.786/0001-24;2025-01-01;1;144478;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;Portal de Notícias da Luz Publicidade Digital;SP
13.009.717/0001-46;2025-01-01;2;148121;BCO ESTADO DE SERGIPE S.A. - BANESE;Correio de Sergipe;SE
13.009.717/0001-46;2025-01-01;2;148121;BCO ESTADO DE SERGIPE S.A. - BANESE;Diário Oficial do Estado;SE
13.009.717/0001-46;2025-01-01;2;148121;BCO ESTADO DE SERGIPE S.A. - BANESE;ri.banese.com.br;SE
13.017.462/0001-63;2025-01-01;1;148560;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;Correio de Sergipe;SE
13.017.462/0001-63;2025-01-01;1;148560;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;https://ri.energisa.com.br/;MG
13.017.462/0001-63;2025-01-01;1;148560;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
13.217.485/0001-11;2025-01-01;1;148431;Grupo SBF S.A.;https://www.jornalodiasp.com.br/;SP
13.217.485/0001-11;2025-01-01;1;148431;Grupo SBF S.A.;O Dia;SP
13.217.485/0001-11;2025-01-01;1;148431;Grupo SBF S.A.;www.portalneo1.net;BR
13.270.520/0001-66;2025-01-01;3;146499;Kora Saúde Participações S.A.;Jornal a Tribuna;ES
13.444.994/0001-87;2025-01-01;3;150293;MLOG S.A.;Diario do Comercio do Rio de janeiro;RJ
13.444.994/0001-87;2025-01-01;3;150293;MLOG S.A.;DIARIO OFICIAL DO RIO DE JANEIRO;RJ
13.444.994/0001-87;2025-01-01;3;150293;MLOG S.A.;https://www.portalneo1.net/;SP
13.574.594/0001-96;2025-01-01;1;149528;ZAMP SA;Valor Econômico;SP
13.584.310/0001-42;2025-01-01;1;145242;SUGOI S.A.;Diário Comércio, Indústria & Serviço;SP
13.783.221/0004-78;2025-01-01;1;147452;MADERO INDÚSTRIA E COMÉRCIO S.A.;Diário dos Campos;PR
14.110.585/0001-07;2025-01-01;1;148526;MÉLIUZ S.A.;Gazeta de São Paulo;SP
14.110.585/0001-07;2025-01-01;1;148526;MÉLIUZ S.A.;Portal MZ Group: https://portal.mzgroup.com/;BR
14.127.813/0001-51;2025-01-01;5;149216;REAG Investimentos S.A.;https://ri.reag.com.br/;SP
14.191.427/0001-29;2025-01-01;1;148158;GranBio Investimentos S.A.;Gazeta de São Paulo;SP
14.191.427/0001-29;2025-01-01;1;148158;GranBio Investimentos S.A.;www.granbio.com.br;SP
14.292.540/0001-09;2025-01-01;1;147761;Brazil Tower, Cessão de Infra-Estruturas S.A;Jornal "O Tempo";MG
14.388.334/0001-99;2025-01-01;1;144649;PARANA BCO S.A.;Bem Paraná;PR
14.388.334/0001-99;2025-01-01;1;144649;PARANA BCO S.A.;Portal NEO1 http://www.portalneo1.net;BR
14.776.142/0001-50;2025-01-01;1;147627;WESTWING COMÉRCIO VAREJISTA S.A.;O Estado de S. Paulo;SP
14.785.152/0001-51;2025-01-01;1;147455;HBR Realty Empreendimentos Imobiliários S.A.;O Estado de S. Paulo;SP
14.785.152/0001-51;2025-01-01;1;147455;HBR Realty Empreendimentos Imobiliários S.A.;ri.hbrrealty.com.br;SP
14.807.945/0001-24;2025-01-01;1;149118;SANSUY S.A. INDUSTRIA DE PLASTICOS;Jornal Correio da Bahia;BA
14.882.295/0001-81;2025-01-01;1;144129;CBO HOLDING S.A.;http://ri.grupocbo.com.br/;SP
14.882.295/0001-81;2025-01-01;1;144129;CBO HOLDING S.A.;Monitor Mercantil;RJ
14.882.295/0001-81;2025-01-01;1;144129;CBO HOLDING S.A.;www.portalneo1.net;SP
14.998.371/0001-19;2025-01-01;1;146395;J. MACEDO S.A.;Jornal O Povo;CE
15.073.274/0001-88;2025-01-01;1;149448;PPLA PARTICIPATIONS LTD.;Monitor Mercantil;RJ
15.090.690/0001-94;2025-01-01;2;151807;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;Diário da Manhã (Goiânia);GO
15.114.494/0001-02;2025-01-01;1;148310;Corredor Logística e Infraestrutura S.A.;Jornal: "Diário Comercial";SP
15.114.494/0001-02;2025-01-01;1;148310;Corredor Logística e Infraestrutura S.A.;Portal de Notícias: https://portal.mzgroup.com/;SP
15.114.494/0001-02;2025-01-01;1;148310;Corredor Logística e Infraestrutura S.A.;Site RI: https://ri.cli-br.com/;SP
15.115.504/0001-24;2025-01-01;1;145108;TRONOX PIGMENTOS DO BRASIL S.A.;Correio da Bahia;BA
15.115.504/0001-24;2025-01-01;1;145108;TRONOX PIGMENTOS DO BRASIL S.A.;https://publicidadelegal.correio24horas.com.br/;BR
15.115.504/0001-24;2025-01-01;1;145108;TRONOX PIGMENTOS DO BRASIL S.A.;https://www.tronox-ri.com.br/;BR
15.139.629/0001-94;2025-01-01;1;147387;CIA ELETRICIDADE EST. DA BAHIA - COELBA;http://ri.neoenergia.com/;BA
15.139.629/0001-94;2025-01-01;1;147387;CIA ELETRICIDADE EST. DA BAHIA - COELBA;https://valor.globo.com/;BA
15.139.629/0001-94;2025-01-01;1;147387;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Jornal Valor Econômico Impresso;BA
15.141.799/0001-03;2025-01-01;1;148764;CIA FERRO LIGAS DA BAHIA - FERBASA;Correio da Bahia;BA
15.141.799/0001-03;2025-01-01;1;148764;CIA FERRO LIGAS DA BAHIA - FERBASA;https://publicidadelegal.correio24horas.com.br/;BR
15.141.799/0001-03;2025-01-01;1;148764;CIA FERRO LIGAS DA BAHIA - FERBASA;www.ferbasa.com.br/ri;BR
15.385.166/0001-40;2025-01-01;1;146669;Equipav Saneamento S.A.;Jornal "O Dia SP";SP
15.413.826/0001-50;2025-01-01;1;148555;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;Correio do Estado (Campo Grande);MS
15.413.826/0001-50;2025-01-01;1;148555;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;https://ri.energisa.com.br/;MG
15.413.826/0001-50;2025-01-01;1;148555;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;https://www.rad.cvm.gov.br/ENET/frmConsultaExternaCVM.aspx;RJ
15.484.093/0001-44;2025-01-01;1;147239;ECO101 CONCESSIONÁRIA DE RODOVIAS S.A.;A Tribuna;ES
15.494.541/0001-90;2025-01-01;2;149660;SALUS INFRAESTRUTURA PORTUARIA SA;Diário Oficial do Estado de São Paulo;SP
15.494.541/0001-90;2025-01-01;2;149660;SALUS INFRAESTRUTURA PORTUARIA SA;Jornal Gazeta de São Paulo;SP
15.578.569/0001-06;2025-01-01;2;151599;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;Valor Econômico;SP
16.233.389/0001-55;2025-01-01;1;149109;CVLB Brasil S.A;https://diariodoacionista.com.br/;RJ
16.233.389/0001-55;2025-01-01;1;149109;CVLB Brasil S.A;https://ri.grupocvlb.com.br/;RJ
16.234.171/0001-15;2025-01-01;2;149550;METANOR SA METANOL DO NE;Jornal Correio da Bahia;BA
16.234.171/0001-15;2025-01-01;2;149550;METANOR SA METANOL DO NE;Site da METANOR (http://www.metanor.com.br);BA
16.404.287/0001-55;2025-01-01;1;148219;SUZANO S.A.;Correio da Bahia;BA
16.404.287/0001-55;2025-01-01;1;148219;SUZANO S.A.;https://economia.estadao.com.br/fatos-relevantes;SP
16.404.287/0001-55;2025-01-01;1;148219;SUZANO S.A.;O Estado de São Paulo;SP
16.590.234/0001-76;2025-01-01;3;151860;AZZAS 2154 S.A.;Diário do Comércio;MG
16.590.234/0001-76;2025-01-01;3;151860;AZZAS 2154 S.A.;Portal MZ - https://www.mzgroup.com.br/portal/;SP
16.590.234/0001-76;2025-01-01;3;151860;AZZAS 2154 S.A.;Site do Diário do Comércio - https://diariodocomercio.com.br/;MG
16.614.075/0001-00;2025-01-01;3;150595;DIRECIONAL ENGENHARIA S.A.;Diário do Comércio;MG
16.614.075/0001-00;2025-01-01;3;150595;DIRECIONAL ENGENHARIA S.A.;http://www.valor.com.br/valor-ri/fatos-relevantes;MG
16.670.085/0001-55;2025-01-01;1;148346;Localiza Rent a Car S.A.;Jornal Diário do Comércio;MG
16.670.085/0001-55;2025-01-01;1;148346;Localiza Rent a Car S.A.;Portal online - MZ: https://portal.mzgroup.com/fatos-relevantes/;MG
16.670.085/0001-55;2025-01-01;1;148346;Localiza Rent a Car S.A.;Site RI - https://ri.localiza.com/;MG
16.676.520/0001-59;2025-01-01;1;148321;HOSPITAL MATER DEI S.A.;Jornal "O Tempo";MG
16.676.520/0001-59;2025-01-01;1;148321;HOSPITAL MATER DEI S.A.;Portal online - Neo1- www.portalneo1.net;MG
16.811.931/0001-00;2025-01-01;1;148493;ALPHAVILLE S.A.;O Dia;SP
16.811.931/0001-00;2025-01-01;1;148493;ALPHAVILLE S.A.;Sistema Empresas.NET;SP
16.838.421/0001-26;2025-01-01;2;148977;XP Investimentos S.A.;Diário Oficial do Estado;RJ
16.838.421/0001-26;2025-01-01;2;148977;XP Investimentos S.A.;Monitor Mercantil;RJ
16.922.038/0001-51;2025-01-01;1;144448;ENJOEI S.A.;https://sistemas.cvm.gov.br/;RJ
17.155.730/0001-64;2025-01-01;1;148054;CIA ENERGETICA DE MINAS GERAIS - CEMIG;O Tempo (Belo Horizonte);MG
17.159.005/0001-64;2025-01-01;1;149306;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;oscarferreiraftsjsa@gmail.com;PE
17.159.005/0001-64;2025-01-01;1;149306;FIACAO E TECELAGEM SAO JOSE SA EM RECUPERACAO JUDICIAL;tecelsaojosenordeste@gmail.com;RJ
17.159.229/0001-76;2025-01-01;1;148286;LABORATÓRIO TEUTO BRASILEIRO S.A.;Jornal "O Hoje";GO
17.159.229/0001-76;2025-01-01;1;148286;LABORATÓRIO TEUTO BRASILEIRO S.A.;ri.teuto.com.br;GO
17.161.241/0001-15;2025-01-01;1;145137;MINASMAQUINAS S.A.;Jornal O Tempo;MG
17.162.082/0001-73;2025-01-01;2;150024;MENDES JUNIOR ENGENHARIA S.A.;Jornal O Estado de Minas;MG
17.167.396/0001-69;2025-01-01;2;146280;ALFA HOLDINGS S.A.;Folha de São Paulo;SP
17.184.037/0001-10;2025-01-01;1;148823;BCO MERCANTIL DO BRASIL S.A.;Estado de Minas (Belo Horizonte);MG
17.184.037/0001-10;2025-01-01;1;148823;BCO MERCANTIL DO BRASIL S.A.;Portal MZ  https://portal.mzgroup.com/fatos-relevantes/;MG
17.234.244/0001-31;2025-01-01;1;148722;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;O Povo;CE
17.245.234/0001-00;2025-01-01;1;147467;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Diário Oficial do Estado;MG
17.281.106/0001-03;2025-01-01;2;148933;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diário Oficial de Minas Gerais;MG
17.281.106/0001-03;2025-01-01;2;148933;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Jornal O Tempo;MG
17.281.106/0001-03;2025-01-01;2;148933;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;www.portalneo1.net;BR
17.314.329/0001-20;2025-01-01;1;146139;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Diário Comercial do Estado;SP
17.314.329/0001-20;2025-01-01;1;146139;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Portal NEO1 - http://www.portalneo1.net;SP
17.344.597/0001-94;2025-01-01;1;149148;BB SEGURIDADE PARTICIPAÇÕES S.A.;Correio Braziliense;DF
17.344.597/0001-94;2025-01-01;1;149148;BB SEGURIDADE PARTICIPAÇÕES S.A.;Portal Estadão RI - https://estadaori.estadao.com.br/fatos_relevantes/;SP
17.344.597/0001-94;2025-01-01;1;149148;BB SEGURIDADE PARTICIPAÇÕES S.A.;www.bbseguridaderi.com.br;SP
17.359.233/0001-88;2025-01-01;1;146703;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Jornal Diário do Comércio;MG
17.765.891/0001-70;2025-01-01;2;149521;Grupo Salta Educação S.A.;Diário Comercial;RJ
18.080.368/0001-72;2025-01-01;2;151737;OZN Health SPE S.A.;Jornal do Commercio;AM
18.174.270/0001-84;2025-01-01;1;148500;Dotz S.A.;ri.dotz.com.br;SP
18.174.270/0001-84;2025-01-01;1;148500;Dotz S.A.;Valor Econômico;SP
18.328.118/0001-09;2025-01-01;1;148487;Pet Center Comércio e Participações S.A.;Data Mercantil;SP
18.483.666/0001-03;2025-01-01;1;149226;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Diário de Notícias de São Paulo;SP
18.483.666/0001-03;2025-01-01;1;149226;Humberg Agribrasil Comércio e Exportação de Grãos S.A.;Gazeta de São Paulo;SP
18.494.485/0001-82;2025-01-01;1;149979;PORTO SUDESTE V.M. S.A.;Diário Mercantil;RJ
18.494.485/0001-82;2025-01-01;1;149979;PORTO SUDESTE V.M. S.A.;Diário Oficial do Estado do Rio de Janeiro;RJ
18.494.485/0001-82;2025-01-01;1;149979;PORTO SUDESTE V.M. S.A.;Portal NEO1 - http://www.portalneo1.net;RJ
18.572.225/0001-88;2025-01-01;1;144481;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Diário Oficial do Estado;GO
