CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Empresarial;Tipo_Endereco;Logradouro;Complemento;Bairro;Cidade;Sigla_UF;Pais;CEP;Caixa_Postal;DDI_Telefone;DDD_Telefone;Telefone;DDI_Fax;DDD_Fax;Fax;Email
51.218.147/0001-93;2025-01-01;1;148950;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Endereço da Sede;Rua Angelina Maffei Vita, 200;9º andar;Jardim Paulistano;São Paulo;SP;Brasil;01455070;;;11;31377037;;;;ri@iguatemi.com.br
51.218.147/0001-93;2025-01-01;1;148950;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;Endereço para Correspondência;Rua Angelina Maffei Vita, 200;9º andar;Jardim Paulistano;São Paulo;SP;Brasil;01455070;;;11;31377037;;;;ri@iguatemi.com.br
51.430.503/0001-38;2025-01-01;2;149492;Porto Serviço S.A;Endereço da Sede;Alameda Rio Negro, 500;T. 1, Conj. 501-516;Alphavile Centro I.;Barueri;SP;Brasil;06454000;;;11;23937093;;;;gri@portoseguro.com.br
51.430.503/0001-38;2025-01-01;2;149492;Porto Serviço S.A;Endereço para Correspondência;Alameda Rio Negro, 500;T. 1, Conj. 501-516;Alphavile Centro I.;Barueri;SP;Brasil;06454000;;;11;23937093;;;;gri@portoseguro.com.br
51.466.860/0001-56;2025-01-01;2;150579;SAO MARTINHO S.A.;Endereço da Sede;FAZENDA SÃO MARTINHO, S/NR.;;ZONA RURAL;Pradópolis;SP;Brasil;14853899;;;16;39819000;;;;ri@saomartinho.com.br
51.466.860/0001-56;2025-01-01;2;150579;SAO MARTINHO S.A.;Endereço para Correspondência;RUA GERALDO FLAUSINO GOMES, 61;13º ANDAR;CIDADE MONÇÕES;São Paulo;SP;Brasil;04575060;;;11;21054100;;;;ri@saomartinho.com.br
51.742.485/0001-20;2025-01-01;1;148517;Concessionária Rodovias do Café SPE S.A.;Endereço da Sede;Avenida Rogassiano Francisco Coelho, nº 346;;Nova Varginha;Varginha;MG;Brasil;37077000;;;11;30958600;;;;ri@grupoepr.com.br
51.742.485/0001-20;2025-01-01;1;148517;Concessionária Rodovias do Café SPE S.A.;Endereço para Correspondência;Avenida Rogassiano Francisco Coelho, nº 346;;Nova Varginha;Varginha;MG;Brasil;37077000;;;11;30958600;;;;ri@grupoepr.com.br
51.928.174/0001-50;2025-01-01;2;150631;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Endereço da Sede;Rua Wilhelm Winter, 300;sala 1;Distrito Industrial;Jundiaí;SP;Brasil;13213000;;;11;21525300;;;;contatori@plascargroup.com
51.928.174/0001-50;2025-01-01;2;150631;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Endereço para Correspondência;Rua Wilhelm Winter, 300;sala 1;Distrito Industrial;Jundiaí;SP;Brasil;13213000;;;11;21525300;;;;contatori@plascargroup.com
52.017.473/0001-03;2025-01-01;2;144829;Azevedo & Travassos Energia S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, 1.309;5 andar, bloco "b";Jardim Paulistano;São Paulo;SP;Brasil;01452002;;;11;39737787;;;;ri@azevedotravassosenergia.com.br
52.017.473/0001-03;2025-01-01;2;144829;Azevedo & Travassos Energia S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, 1.309;5 andar, bloco "b";Jardim Paulistano;São Paulo;SP;Brasil;01452002;;;11;39737787;;;;ri@azevedotravassosenergia.com.br
52.270.350/0001-71;2025-01-01;5;149214;CIABRASF - Cia. Brasileira de Serviços Financeiros S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 2.277;CJ 1704, 17º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;35046888;;;;ri@ciabrasf.com.br
52.270.350/0001-71;2025-01-01;5;149214;CIABRASF - Cia. Brasileira de Serviços Financeiros S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 2.277;CJ 1704, 17º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;35046888;;;;ri@ciabrasf.com.br
52.475.549/0001-36;2025-01-01;4;151672;REAG WEALTH MANAGEMENT S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 2.277;CJ 1702, 17º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;59904678;;;;lucas.trevisan@reag.com.br
52.475.549/0001-36;2025-01-01;4;151672;REAG WEALTH MANAGEMENT S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 2.277;CJ 1702, 17º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;59904678;;;;lucas.trevisan@reag.com.br
52.548.435/0001-79;2025-01-01;1;148900;JSL S.A.;Endereço da Sede;Rua Doutor Renato Paes de Barros, 1017, Conjunto 91;ED. Corporate Park;Itaim Bibi;São Paulo;SP;Brasil;04530001;;;11;31544000;;;;ri@jsl.com.br
52.548.435/0001-79;2025-01-01;1;148900;JSL S.A.;Endereço para Correspondência;Avenida Saraiva;nº 400;Vila Cintra;Mogi das Cruzes;SP;Brasil;08745900;;;11;23777178;;;;ri@jsl.com.br
52.805.925/0001-03;2025-01-01;12;151869;Belora RDVC City Desenvolvimento Imobiliário S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima, 2277, 5o andar;CONJ 503;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;35046888;;;;ri@city3.com.br
52.805.925/0001-03;2025-01-01;12;151869;Belora RDVC City Desenvolvimento Imobiliário S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 2277, 5o andar;CONJ 503;Jardim Paulistano;São Paulo;SP;Brasil;01452000;;;11;35046888;;;;ri@city3.com.br
52.810.883/0001-07;2025-01-01;4;149902;REVEE MCO S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima, 2092;CONJ 132;Jardim Paulistano;São Paulo;SP;Brasil;01451905;;;11;59904678;;;;lucas.trevisan@reag.com.br
52.810.883/0001-07;2025-01-01;4;149902;REVEE MCO S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 2092;CONJ 132;Jardim Paulistano;São Paulo;SP;Brasil;01451905;;;11;59904678;;;;lucas.trevisan@reag.com.br
52.841.191/0001-18;2025-01-01;9;151516;REVEE S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 2092;Cj 132, 13º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01451905;;;11;35046888;;;;ri@revee.com.br
52.841.191/0001-18;2025-01-01;9;151516;REVEE S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 2092;Cj 132, 13º Andar;Jardim Paulistano;São Paulo;SP;Brasil;01451905;;;11;35046888;;;;ri@revee.com.br
53.113.791/0001-22;2025-01-01;1;148947;TOTVS S.A.;Endereço da Sede;Avenida Braz Leme;1000;Casa Verde;São Paulo;SP;Brasil;02511000;;;11;995857887;;;;ri@totvs.com.br
53.113.791/0001-22;2025-01-01;1;148947;TOTVS S.A.;Endereço para Correspondência;Avenida Braz Leme;1000;Casa Verde;São Paulo;SP;Brasil;02511000;;;11;995857887;;;;ri@totvs.com.br
53.153.938/0001-08;2025-01-01;2;150558;Cobasi Comércio de Produtos Básicos e Industrializados S.A.;Endereço da Sede;Rua Manoel Velasco, nº 90/96;N/A;Vila Hamburguesa;São Paulo;SP;Brasil;05319010;;;11;36434300;;;;ri@cobasi.com.br
53.153.938/0001-08;2025-01-01;2;150558;Cobasi Comércio de Produtos Básicos e Industrializados S.A.;Endereço para Correspondência;Rua Professora Helena Moura Lacerda, 140;N/A;Vila Leopoldina;São Paulo;SP;Brasil;05319015;;;11;36434300;;;;ri@cobasi.com.br
55.231.969/0001-65;2025-01-01;2;150091;EPR Via Mineira S.A.;Endereço da Sede;Rua Niágara, 350;;Jardim Canadá;Nova Lima;MG;Brasil;34007652;;;31;33237200;;;;ri@grupoepr.com.br
55.231.969/0001-65;2025-01-01;2;150091;EPR Via Mineira S.A.;Endereço para Correspondência;Rua Niágara, 350;;Jardim Canadá;Nova Lima;MG;Brasil;34007652;;;31;33237200;;;;ri@grupoepr.com.br
56.444.250/0001-75;2025-01-01;2;148303;HAUSCENTER SA;Endereço da Sede;AVENIDA DAS NAÇÕES UNIDAS, nr. 12551, 17º andar;Sala 1709;BROOKLIN PAULISTA;São Paulo;SP;Brasil;04578903;;;11;29793567;;;;intercorp@intercorpconsultores.com.br
56.444.250/0001-75;2025-01-01;2;148303;HAUSCENTER SA;Endereço para Correspondência;AVENIDA DAS NAÇÕES UNIDAS, nr. 12551, 17º andar;Sala 1709;BROOKLIN PAULISTA;São Paulo;SP;Brasil;04578903;;;11;29793567;;;;intercorp@intercorpconsultores.com.br
56.643.018/0001-66;2025-01-01;1;144054;EUCATEX S.A. INDUSTRIA E COMERCIO;Endereço da Sede;Av. Juscelino Kubitschek, 1830 11 andar;Torre II;Vila Olimpia;São Paulo;SP;Brasil;04543900;;;11;30492473;;;;ri@eucatex.com.br
56.643.018/0001-66;2025-01-01;1;144054;EUCATEX S.A. INDUSTRIA E COMERCIO;Endereço para Correspondência;Av. Juscelino Kubitschek, 1830 11 andar;Torre II;Vila Olimpia;São Paulo;SP;Brasil;04543900;;;11;30492473;;;;ri@eucatex.com.br
56.720.428/0001-63;2025-01-01;1;144146;ROMI S.A.;Endereço da Sede;Rodovia Luís de Queiroz (SP 304), s/n;KM 141,5;Dist. Industrial Sul;Santa Bárbara d Oeste;SP;Brasil;13459057;;;19;34559418;;;;dri@romi.com
56.720.428/0001-63;2025-01-01;1;144146;ROMI S.A.;Endereço para Correspondência;Rodovia Luís de Queiroz (SP 304), s/n;KM 141,5;Dist. Industrial Sul;Santa Bárbara d Oeste;SP;Brasil;13459057;;;19;34559418;;;;dri@romi.com
56.992.423/0001-90;2025-01-01;1;148311;BICICLETAS MONARK S.A.;Endereço da Sede;Rua Francisco Lanzi Tancler, 130;Distrito Industrial;Domingos Giomi;Indaiatuba;SP;Brasil;13347370;;;19;39359292;;;;monark@monark.com.br
56.992.423/0001-90;2025-01-01;1;148311;BICICLETAS MONARK S.A.;Endereço para Correspondência;Rua Alexandre Dumas, 1601;CJ 134;Chac. Sto Antonio;São Paulo;SP;Brasil;04717004;;;11;51823811;;;;monark@monark.com.br
58.070.452/0001-20;2025-01-01;3;149698;Iguá Sergipe S.A.;Endereço da Sede;Rua Lourival Chagas, n° 45;Lt 168 E PT 167;Grageru;Aracaju;SE;Brasil;49025390;;;11;35008600;;;;ri@iguasa.com.br
58.070.452/0001-20;2025-01-01;3;149698;Iguá Sergipe S.A.;Endereço para Correspondência;Rua Hungria, 1.400;5º Andar;Jardim Europa;São Paulo;SP;Brasil;01455000;;;11;35008600;;;;ri@iguasa.com.br
58.119.199/0001-51;2025-01-01;1;146977;ODONTOPREV S.A.;Endereço da Sede;Alameda Araguaia, 2104;21º andar;Alphaville;Barueri;SP;Brasil;06455000;;;11;48788893;;;;ri@odontoprev.com.br
58.119.199/0001-51;2025-01-01;1;146977;ODONTOPREV S.A.;Endereço para Correspondência;Alameda Araguaia, 2104;21º andar;Alphaville;Barueri;SP;Brasil;06455000;;;11;48788893;;;;ri@odontoprev.com.br
58.430.828/0001-60;2025-01-01;1;144457;Blau Farmacêutica S.A.;Endereço da Sede;Rodovia Raposo Tavares, Km 30,5, n.º 2.833, Unidade I;prédios 100/110;Barro Branco;Cotia;SP;Brasil;06705030;;;11;46159413;;;;ri@blau.com
58.430.828/0001-60;2025-01-01;1;144457;Blau Farmacêutica S.A.;Endereço para Correspondência;Rodovia Raposo Tavares, Km 30,5, n.º 2.833, Unidade I;prédios 100/110;Barro Branco;Cotia;SP;Brasil;06705030;;;11;46159413;;;;ri@blau.com
59.105.999/0001-86;2025-01-01;2;151488;WHIRLPOOL S.A.;Endereço da Sede;Rua Olympia Semeraro, 675;1º Andar Sala 06 PA;Jardim Santa Emilia;São Paulo;SP;Brasil;04183090;;;11;35661434;;;;investidores@whirlpool.com
59.105.999/0001-86;2025-01-01;2;151488;WHIRLPOOL S.A.;Endereço para Correspondência;Rua Olympia Semeraro, 675;1º Andar Sala 06 PA;Jardim Santa Emilia;São Paulo;SP;Brasil;04183090;;;11;35661434;;;;investidores@whirlpool.com
59.196.897/0001-13;2025-01-01;2;151574;Concessionária de Rodovias PRVias S.A.;Endereço da Sede;Rua João Wyclif, nº 111;13ºAnd., S.s.1301/12;Glb. Fazenda Palhano;Londrina;PR;Brasil;86050450;;;11;45894133;;;;planejamentofinanceiro.prvias@motiva.com.br / keller.junior@motiva.com.br
59.196.897/0001-13;2025-01-01;2;151574;Concessionária de Rodovias PRVias S.A.;Endereço para Correspondência;Rua João Wyclif, nº 111;13ºAnd., S.s.1301/12;Glb. Fazenda Palhano;Londrina;PR;Brasil;86050450;;;11;45894133;;;;planejamentofinanceiro.prvias@motiva.com.br / keller.junior@motiva.com.br
59.285.411/0001-13;2025-01-01;1;148662;BCO PAN S.A.;Endereço da Sede;Avenida Paulista, 1374;16º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;;11;32645343;;;;ri@grupopan.com
59.285.411/0001-13;2025-01-01;1;148662;BCO PAN S.A.;Endereço para Correspondência;Avenida Paulista, 1374;16º andar;Bela Vista;São Paulo;SP;Brasil;01310100;;;11;32645343;;;;ri@grupopan.com
59.418.806/0001-47;2025-01-01;1;148188;TRACK & FIELD CO S.A.;Endereço da Sede;Rua Cipriano Barata 456;3º andar;Ipiranga;São Paulo;SP;Brasil;04205000;;;11;30481200;;;;ri@tf.com.br
59.418.806/0001-47;2025-01-01;1;148188;TRACK & FIELD CO S.A.;Endereço para Correspondência;Rua Dr. Eduardo Souza Aranha, nº 387, Edif. Juscelino Plaza;8º e 9º andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543121;;;11;30481200;;;;ri@tf.com.br
59.546.515/0001-34;2025-01-01;2;150088;Fisia Comércio de Produtos Esportivos S.A.;Endereço da Sede;Avenida Doutora Ruth Cardoso, nº 7.221;3º andar;Pinheiros;São Paulo;SP;Brasil;05425902;;;11;940396073;;;;ri@gruposbf.com.br
59.546.515/0001-34;2025-01-01;2;150088;Fisia Comércio de Produtos Esportivos S.A.;Endereço para Correspondência;Avenida Doutora Ruth Cardoso, nº 7.221;3º andar;Pinheiros;São Paulo;SP;Brasil;05425902;;;11;940396073;;;;ri@gruposbf.com.br
59.693.110/0001-29;2025-01-01;3;151845;CURSINHO INTERGRAUS S.A;Endereço da Sede;Rua Japiaçóia, 181;;Vila Ida;São Paulo;SP;Brasil;05455060;;;11;987369966;;;;investors@oranjebtc.com
59.693.110/0001-29;2025-01-01;3;151845;CURSINHO INTERGRAUS S.A;Endereço para Correspondência;Rua Cap Antonio Rosa, 409;N/A;Jardim Paulistano;São Paulo;SP;Brasil;01443010;;;11;987369966;;;;investors@oranjebtc.com
59.717.553/0001-02;2025-01-01;1;146709;GRUPO MULTI S.A.;Endereço da Sede;Avenida Brigadeiro Faria Lima, nº 1811;15º andar;Jardim América;São Paulo;SP;Brasil;01452000;;;11;996241263;;;;ri@grupomulti.com.br
59.717.553/0001-02;2025-01-01;1;146709;GRUPO MULTI S.A.;Endereço para Correspondência;Avenida Brigadeiro Faria Lima, nº 1811;15º andar;Jardim América;São Paulo;SP;Brasil;01452000;;;11;996241263;;;;ri@grupomulti.com.br
59.789.545/0001-71;2025-01-01;2;149438;POLPAR S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452919;;;11;35039320;;;;dripolpar@suzano.com.br
59.789.545/0001-71;2025-01-01;2;149438;POLPAR S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452919;;;11;35039320;;;;dripolpar@suzano.com.br
59.981.829/0001-65;2025-01-01;1;146489;Rodobens SA;Endereço da Sede;Avenida Murchid Homsi, nº 1.404;Bloco A, 3º andar;Vila Diniz;São José do Rio Preto;SP;Brasil;15013000;;;17;31227800;;;;ri@rodobens.com.br
59.981.829/0001-65;2025-01-01;1;146489;Rodobens SA;Endereço para Correspondência;Rua Estado de Israel, 975;Quinto Andar;Vila Clementino;São Paulo;SP;Brasil;04022002;;;11;21248701;;;;ri@rodobens.com.br
60.398.369/0004-79;2025-01-01;1;144517;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Endereço da Sede;Via do Cobre, 3700;Área Industrial Oest;Copec;Dias D´Ávila;BA;Brasil;42850000;;;71;21997855;;;;ri@paranapanema.com.br
60.398.369/0004-79;2025-01-01;1;144517;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;Endereço para Correspondência;RUA FELIPE CAMARÃO;500;UTINGA;Santo André;SP;Brasil;09220580;;;11;21997855;;;;ri@paranapanema.com.br
60.444.437/0001-46;2025-01-01;1;149912;LIGHT SERVICOS DE ELETRICIDADE S.A.;Endereço da Sede;Av.Marechal Floriano;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112560;;;;ri@light.com.br
60.444.437/0001-46;2025-01-01;1;149912;LIGHT SERVICOS DE ELETRICIDADE S.A.;Endereço para Correspondência;Av.Marechal Floriano 2º Andar Corredor B;168;Centro;Rio de Janeiro;RJ;Brasil;20080002;;;21;22112700;;;;notificacao@light.com.br
60.476.884/0001-87;2025-01-01;1;145358;MAHLE METAL LEVE S.A.;Endereço da Sede;Av. Ernst MAHLE, 2000;;Mombaça;Mogi Guaçu;SP;Brasil;13849050;;;19;38619100;;;;relacoes.investidores@mahle.com
60.476.884/0001-87;2025-01-01;1;145358;MAHLE METAL LEVE S.A.;Endereço para Correspondência;Av. Ernst MAHLE, 2000;;Mombaça;Mogi Guaçu;SP;Brasil;13849050;;;19;38619100;;;;relacoes.investidores@mahle.com
60.537.263/0001-66;2025-01-01;1;145453;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Endereço da Sede;Avenida Presidente Juscelino Kubitschek, 1830;Torre 3 - 3º andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543000;;;11;21618099;;;;ri@estapar.com.br
60.537.263/0001-66;2025-01-01;1;145453;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Endereço para Correspondência;Avenida Presidente Juscelino Kubitschek, 1830;Torre 3 - 3º andar;Vila Nova Conceição;São Paulo;SP;Brasil;04543000;;;11;21618099;;;;ri@estapar.com.br
60.543.816/0001-93;2025-01-01;1;148942;IGUATEMI S.A.;Endereço da Sede;Rua Angelina Maffei Vita;200 9º andar;Jardim Paulistano;São Paulo;SP;Brasil;01455070;;;11;31377037;;;;ri@iguatemi.com.br
60.543.816/0001-93;2025-01-01;1;148942;IGUATEMI S.A.;Endereço para Correspondência;Rua Angelina Maffei Vita;200 9º andar;Jardim Paulistano;São Paulo;SP;Brasil;01455070;;;11;31377037;;;;ri@iguatemi.com.br
60.651.809/0001-05;2025-01-01;1;148012;SUZANO HOLDING S.A.;Endereço da Sede;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452919;;;11;35039086;;;;driholding@suzano.com.br
60.651.809/0001-05;2025-01-01;1;148012;SUZANO HOLDING S.A.;Endereço para Correspondência;Av. Brigadeiro Faria Lima, 1355;21º andar;Jardim Paulistano;São Paulo;SP;Brasil;01452919;;;11;35039086;;;;driholding@suzano.com.br
60.665.981/0001-18;2025-01-01;1;149080;União Química Farmacêutica Nacional S.A.;Endereço da Sede;Rua Coronel Luiz Tenório de Brito, 90;;Centro;Embu-Guaçu;SP;Brasil;06900095;;;11;55862458;;;;ri@uniaoquimica.com.br
60.665.981/0001-18;2025-01-01;1;149080;União Química Farmacêutica Nacional S.A.;Endereço para Correspondência;Avenida Magalhães de Castro, 4.800;16º andar, Cj. 161/2;Cidade Jardim;São Paulo;SP;Brasil;05676120;;;11;55862458;;;;ri@uniaoquimica.com.br
60.730.348/0001-66;2025-01-01;1;144599;CIA MELHORAMENTOS DE SAO PAULO;Endereço da Sede;Rua Tito;479;Vila Romana;São Paulo;SP;Brasil;05051000;;;11;38740662;;;;ri@melhoramentos.com.br
60.730.348/0001-66;2025-01-01;1;144599;CIA MELHORAMENTOS DE SAO PAULO;Endereço para Correspondência;Rua Tito;479;Vila Romana;São Paulo;SP;Brasil;05051000;;;11;38740501;;;;ri@melhoramentos.com.br
60.746.948/0001-12;2025-01-01;1;148197;BCO BRADESCO S.A.;Endereço da Sede;Núcleo Cidade de Deus;s/n;Vila Yara;Osasco;SP;Brasil;06029900;;;11;36814011;;;;diretoria.executiva@bradesco.com.br
60.746.948/0001-12;2025-01-01;1;148197;BCO BRADESCO S.A.;Endereço para Correspondência;Núcleo Cidade de Deus, Prédio Vermelho;4º andar;Vila Yara;Osasco;SP;Brasil;06029900;;;11;36814011;;;;diretoria.executiva@bradesco.com.br
60.840.055/0001-31;2025-01-01;1;144117;FLEURY S.A.;Endereço da Sede;Avenida Morumbi, 8860;8º andar;Brooklin;São Paulo;SP;Brasil;04703003;;;11;50147412;;;;ri@grupofleury.com.br
60.840.055/0001-31;2025-01-01;1;144117;FLEURY S.A.;Endereço para Correspondência;Avenida Morumbi, 8860;8º andar;Brooklin;São Paulo;SP;Brasil;04703003;;;11;50147412;;;;ri@grupofleury.com.br
60.851.615/0001-53;2025-01-01;1;146167;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Endereço da Sede;AV. ANTONIO BARDELLA;525;CUMBICA;Guarulhos;SP;Brasil;07220902;;;15;32385500;;;;controladoria@bardella.com.br
60.851.615/0001-53;2025-01-01;1;146167;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Endereço para Correspondência;AV. ANTONIO BARDELLA;3.250;BOA VISTA;Sorocaba;SP;Brasil;18085852;;;15;32385500;;;;controladoria@bardella.com.br
60.872.504/0001-23;2025-01-01;1;145293;ITAU UNIBANCO HOLDING S.A.;Endereço da Sede;Praça Alfredo Egydio de Souza Aranha, 100, T. Olavo Setubal;Piso Itaú Unibanco;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;;;drinvest@itau-unibanco.com.br
60.872.504/0001-23;2025-01-01;1;145293;ITAU UNIBANCO HOLDING S.A.;Endereço para Correspondência;Praça Alfredo Egydio de Souza Aranha, 100, T. Conceição;12º andar;Parque Jabaquara;São Paulo;SP;Brasil;04344902;;;11;27943547;;;;drinvest@itau-unibanco.com.br
60.884.319/0001-59;2025-01-01;1;147839;NORDON INDUSTRIAS METALURGICAS S.A.;Endereço da Sede;Alameda Roger Adam, 169;ESCRITORIO;Utinga;Santo André;SP;Brasil;09080620;;;41;30291806;;;;nordon@netpar.com.br
60.884.319/0001-59;2025-01-01;1;147839;NORDON INDUSTRIAS METALURGICAS S.A.;Endereço para Correspondência;Rua Comendador Araújo, 143 Edifício Everest;6º Andar Conjunto 62;Centro;Curitiba;PR;Brasil;80420900;;;41;30291806;;;;nordon@netpar.com.br
60.894.730/0001-05;2025-01-01;1;144814;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Endereço da Sede;Av. do Contorno, 6594;Andar 11;Savassi;Belo Horizonte;MG;Brasil;30110044;;;31;34998856;;;;dri@usiminas.com
60.894.730/0001-05;2025-01-01;1;144814;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Endereço para Correspondência;Av. do Contorno, 6594;Andar 11;Savassi;Belo Horizonte;MG;Brasil;30110044;;;31;34998856;;;;dri@usiminas.com
60.933.603/0001-78;2025-01-01;2;150872;CESP - CIA ENERGETICA DE SAO PAULO;Endereço da Sede;Av. Dra. Ruth Cardoso, 8501;2º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;28742540;;;;ricesp@cesp.com.br
60.933.603/0001-78;2025-01-01;2;150872;CESP - CIA ENERGETICA DE SAO PAULO;Endereço para Correspondência;Av. Dra. Ruth Cardoso, 8501;2º andar;Pinheiros;São Paulo;SP;Brasil;05425070;;;11;28742540;;;;ricesp@cesp.com.br
61.022.042/0001-18;2025-01-01;1;144820;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Endereço da Sede;RUA JOAQUIM FLORIANO, 466;2º ANDAR - EDIF CORP;ITAIM BIBI;São Paulo;SP;Brasil;04534002;;;55;30412700;;;;ri@lindenberg.com.br
61.022.042/0001-18;2025-01-01;1;144820;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Endereço para Correspondência;RUA JOAQUIM FLORIANO, 466;2º ANDAR - EDIF CORP;ITAIM BIBI;São Paulo;SP;Brasil;04534002;;;55;30412700;;;;ri@lindenberg.com.br
61.065.298/0001-02;2025-01-01;3;147968;MANGELS INDUSTRIAL S.A.;Endereço da Sede;Rua Jose Versolato, nº 101;ANDAR 9 CONJ. 91/92;Centro;;SP;Brasil;09750730;;;11;43411502;;;;ri@mangels.com.br
61.065.298/0001-02;2025-01-01;3;147968;MANGELS INDUSTRIAL S.A.;Endereço para Correspondência;Rua Jose Versolato, nº 101;ANDAR 9 CONJ. 91/92;Centro;;SP;Brasil;09750730;;;11;43411502;;;;ri@mangels.com.br
61.065.751/0001-80;2025-01-01;3;150575;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Endereço da Sede;Rua Henri Dunant, 873 - Conj. 601 a 605;6° andar;Santo Amaro;São Paulo;SP;Brasil;04709111;;;11;40582502;;;;ri@rossiresidencial.com.br
61.065.751/0001-80;2025-01-01;3;150575;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Endereço para Correspondência;Rua Henri Dunant, 873 - Conj. 601 a 605;6° andar;Santo Amaro;São Paulo;SP;Brasil;04709111;;;11;40582502;;;;ri@rossiresidencial.com.br
61.079.117/0001-05;2025-01-01;1;147277;ALPARGATAS S.A.;Endereço da Sede;Av. das Nações Unidas, 14261;Ala A, 10o andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;45697397;;;;ri@alpargatas.com
61.079.117/0001-05;2025-01-01;1;147277;ALPARGATAS S.A.;Endereço para Correspondência;Av. das Nações Unidas, 14261;Ala A, 10o andar;Vila Gertrudes;São Paulo;SP;Brasil;04794000;;;11;45697397;;;;ri@alpargatas.com
61.080.313/0001-91;2025-01-01;1;147769;COBRASMA S.A.;Endereço da Sede;Rua Professor Luis Eulalio de Bueno Vidigal 131;;Centro;Osasco;SP;Brasil;06093085;;;11;36821700;;;;marcia.bvrb@terra.com.br
61.080.313/0001-91;2025-01-01;1;147769;COBRASMA S.A.;Endereço para Correspondência;Rua Professor Luis Eulalio de Bueno Vidigal 131;;Centro;Osasco;SP;Brasil;06093085;;;11;36821700;;;;marcia.bvrb@terra.com.br
61.082.004/0001-50;2025-01-01;1;149928;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Endereço da Sede;Avenida Eusébio Matoso, 1375;7 º andar;Pinheiros;São Paulo;SP;Brasil;05423180;;;11;21027001;;;;ctilkian@estrela.com.br
61.082.004/0001-50;2025-01-01;1;149928;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Endereço para Correspondência;Avenida Eusébio Matoso, 1375;7 º andar;Pinheiros;São Paulo;SP;Brasil;05423180;;;11;21027001;;;;ctilkian@estrela.com.br
61.088.894/0001-08;2025-01-01;1;145580;CAMBUCI S.A.;Endereço da Sede;Avenida Getulio Vargas, 930;Escritório;Marmeleiro;São Roque;SP;Brasil;18130430;;;11;47139500;;;;roberto.estefano@cambuci.com.br
61.088.894/0001-08;2025-01-01;1;145580;CAMBUCI S.A.;Endereço para Correspondência;Avenida Getulio Vargas, 930;Escritório;Marmeleiro;São Roque;SP;Brasil;18130430;;;11;47139500;;;;roberto.estefano@cambuci.com.br
